id,sentence,#aspect terms,aspect_term,at_polarity
1069:36:00,Sound crappy था यहां तक कि जब आप volume को turn up करते हैं तब result same रहता है।,2,"['Sound', 'volume']","['negative', 'negative']"
936:1,मुझे इसके साथ कभी कोई problem नहीं हुई।,0,[],[]
271:3,"मैं वर्तमान में अपने new MacBook Pro के साथ-साथ एक Lenovo laptop own किया है, और प्रत्येक की अपनी strengths और weaknesses हैं।",0,[],[]
271:4,OS X Lion एक great performer है..बहुत ज्यादा fast और reliable है।,1,['OS X Lion'],['positive']
189:1,Best computer जो मैंने कभी own किया।,0,[],[]
31:18:00,"मैं क्या कह सकता हूँ, यह Apple है।",0,[],[]
479:5,"Mac product कितना reliable है, इस बारे में friends और family से सुनने के बाद, मुझे first month के अंदर application crash होने की कभी उम्मीद नहीं थी, लेकिन मैंने किया।",1,['application'],['negative']
462:6,Macbook pro का physical form शानदार है।,1,['physical form'],['positive']
35:03:00,"मेरे पास एक iPhone, और iPad है, इसलिए Mini add कर के platform finish off करने का ही sense बनता है।",0,[],[]
791:1,Super light नहीं है लेकिन फिर भी good है।,0,[],[]
0:3,2010 के अंत से और एक good reason से Mini body नहीं change हुआ है।,1,['body'],['positive']
461:17:00,Unibody construction वास्तव में Apple के previous laptop की तुलना में बहुत अधिक solid feel होता है। ,1,['Unibody construction'],['positive']
1010:1,मुझे इसे replacement के लिए return करना पड़ा।,0,[],[]
790:1,यह शानदार product के लिए शानदार deal था।,0,[],[]
730:1,यह पूरी तरह से मेरे home business और personal life को support करता है।,0,[],[]
00:14,3D rendering इसे काफी slow कर देता है।,1,['3D rendering'],['negative']
22:0,मेरी wife के लिए OS X Mountain Lion के साथ यह Mac Mini मिला।,1,['OS X Mountain Lion'],['neutral']
547:1,मैं यह report करते हुए pleased हो रहा हूं कि यह मेरे द्वारा आज तक receive किए गए best presents में से एक है।,0,[],[]
468:1,"हर दिन मेरे पास यह computer था, इस पर कुछ fail हो गया है।",0,[],[]
420:1,"Laptop के लिए fast है, great screen है, beautiful apps हैं; apple website पर priced 1100 है; amazon के पास यह 1098+ tax में था - साथ ही मेरे पास amazon से 10% का coupon था - On This Day मुझे 998 + tax - 1070 cost पड़ा।",4,"['screen', 'apps', 'priced', 'cost']","['positive', 'positive', 'neutral', 'neutral']"
872:1,12.44 seconds to boot.,1,['boot'],['neutral']
731:5,सारे ports बहुत जरुरी हैं क्योंकि यह मेरा main computer है।,1,['ports'],['neutral']
267:1,"Amazon पर iMac MC309LL / A की New condition केवल $ 900 + level पर ही है, और यह एक Quad-Core 2.5 GHz CPU ($ 799 Mini के समान) है, Radeon HD 6750M 512MB graphic card के साथ (यह mini integrated Intel 4000 card है), और यह भी wireless Apple Keyboard and Mouse के साथ आता है, सभी neat और nice package में एक साथ रखा गया है।",5,"['Quad-Core 2.5 GHz CPU', 'Radeon HD 6750M 512MB graphic card', 'integrated Intel 4000 card', 'wireless Apple Keyboard and Mouse', 'package']","['neutral', 'neutral', 'neutral', 'neutral', 'positive']"
419:2,इस पर एक cover रखो और थोड़ा better होगा लेकिन वह मेरी एकमात्र complaint है।,1,['cover'],['neutral']
291:6,कुछ hours के अंदर मैं gestures को unconsciously use कर रहा था।,1,['gestures'],['positive']
796:33:00,यह mac एक extender cable के साथ आता है और मैं अभी इसका use कर रहा हूं hope कर रहा हूं कि cable कई years तक nice रहेगा मैं इस mac का use करने का plan बना रहा हूं।,2,"['extender cable', 'cable']","['neutral', 'positive']"
630:1,Black MacBook से start होने वाली MacBooks की series में यह third है।,0,[],[]
293:3,ये 2.9ghz dual-core i7 chip ने सच में पीछले को पीछे छोड़ दिया।,1,['2.9ghz dual-core i7 chip'],['positive']
676:1,"जब से मैं Apple productsc का use कर रहा हूँ, मेरा life enrich हुआ है।",0,[],[]
564:1,मैंने अंत में यह किया है और इस machine को बहुत आगे जाना है।,0,[],[]
807:17:00,यह काफी snappy है और लगभग 30 second में starts up होता है जो मेरे लिए काफी good है।,1,['starts up'],['positive']
807:35:00,इसकी जो कुछ चीजें  wrong हैं बहुत minor चीजें हैं।,0,[],[]
463:26:00,"तो noise कम से कम 50% reduce हो जाता है और heat बहुत better होती है, अब यह hot नहीं लेकिन warm feel होता है।",2,"['heat', 'noise']","['conflict', 'conflict']"
1101:1,Windows 8 पर sure नही हूं।,1,['Windows 8'],['neutral']
204:4,यह इस point पर एक lottery है जैसा कि मैंने read किया है कि अन्य ने एक ही problem के साथ new receive किए हैं।,0,[],[]
71:1,मेरी एक complaint यह है कि कोई internal CD drive नहीं थी।,1,['internal CD drive'],['negative']
997:1,इस new netbook में कोई hard drive या network lights नहीं है।,2,"['hard drive', 'network lights']","['neutral', 'neutral']"
573:1,मेरे लिए Mac use करने का यह first time है और मैं इस move से वास्तव में happy हूं।,0,[],[]
199:1,Apple product के लिए कोई complaints नहीं है।,0,[],[]
464:1,New MacBook मेरे old white plastic MacBook circa 2006 से light-years आगे है।,0,[],[]
441:1,मैं कहूंगा कि 85% design industry अच्छे reason से Mac है।,0,[],[]
289:1,"मैं 13"" MacBook Air या MacBook Pro 13"" (दोनों  baseline models, 1,200 $ retail priced पर) के बीच decide करने में tough time में था",1,['priced'],['neutral']
918:1,मैंने जो last new mac buy किया वह 1998 में किया था।,0,[],[]
38:1,"ऐसे reviews हैं जो कुछ possible glitches से बात करते हैं लेकिन, मैंने उन्हें अभी तक नहीं देखा है।",0,[],[]
98:1,बहुत अधिक expense नहीं है और अधिकांश users और कई ports के लिए पर्याप्त storage है।,2,"['storage', 'ports']","['positive', 'positive']"
152:1,मैं mini से बहुत satisfy हूं।,0,[],[]
805:53:00,किसी भी background activity वाले room में audio volume काफी low है और असल में unusable है।,1,['audio volume'],['negative']
747:1,"मैं next year college जा रहा हूं और मैं जिन goals को pursue करने का try कर रहा हूं, उसके लिए मुझे एक cheaper, quality computer चाहिए।",0,[],[]
7:1,2012 के Mac Mini के release होने के एक month के short time में इस issue को लेकर 1000 से अधिक posts हैं और numbers बढ़ते जा रहे हैं।,0,[],[]
389:1,यह lightweight और class में carry करने के लिए size perfect है।,1,['size'],['positive']
921:1,अगर आपको पूछना है कि आपने एक Mac own नहीं किया हैं और आपका अभी पता नहीं है।,0,[],[]
790:52:00,"मेरे सभी devices एक दूसरे से ""talk"" करते हैं।",0,[],[]
383:3,5 stars क्यों नहीं?,0,[],[]
213:1,Very Very Highly Recommended.,0,[],[]
870:1,? मुझे केवल 15.4 MacBook Pro  Model # MD103LL / A में interest है,0,[],[]
659:1,मुझे नहीं पता कि मैंने switch जल्दी क्यों नहीं किया ... ओ हां क्योंकि यह expensive है।,0,[],[]
790:27:00,मुझे Windows 8 का demonstration दिया गया था।,1,['Windows 8'],['neutral']
313:0,Macbook Pro college students के लिए premier choice है।,0,[],[]
314:3,"उनके products, जिनमें MBP include हैं, beautiful, sleek और clever हैं।",0,[],[]
315:07:00,MBP beautiful है कई wonderful capabilities हैं।,1,['capabilities'],['positive']
339:4,"मैंने सोचा कि यह fine होगा, अगर मैं कुछ settings करता हूं।",1,['settings'],['neutral']
349:1,Runs very smoothly.,1,['Runs'],['positive']
360:0,Perfect--thanks so.,0,[],[]
363:5,यह शायद कभी crash भी होता है।,0,[],[]
367:0,मैं mail में इसे पाने के लिए बहुत excited था मैंने लगभग खुद को heart attack दिया।,0,[],[]
808:35:00,सभी Windows updates install होने के बाद Boot-up काफी slow हो गया था।,2,"['Boot-up', 'Windows updates']","['negative', 'negative']"
07:21,अधिक संभावना यह है कि logic board को replacing की आवश्यकता होगी क्योंकि वे admit करते हैं कि उनके पास एक problem है और वे एक solution के साथ आए हैं।,1,['logic board'],['negative']
375:3,"जब अंत में मैंने इसे मेरे hand में hold  किया मैंने इसे kiss किया, हाँ मैंने किया।",0,[],[]
1056:1,"यह important था कि यह उन सभी tasks को करने के लिए काफी powerful था जो उसे internet, word processing, graphic design और gaming  पर आवश्यक थे।",4,"['internet', 'word processing', 'graphic design', 'gaming']","['positive', 'positive', 'positive', 'positive']"
375:4,यह computer cheap नहीं है और मेरे लिए achievement को represent करता है।,0,[],[]
227:1,मुझे Mini Mac पसंद है इसे setup करना और install करना easy था लेकिन मैं learn कर रहा हूं कि मैं जाऊं और एक tutorial का use करके learn कर सकूं कि मैं PC पर विशेष रूप से right mouse click menu में कुछ features का use कैसे कर सकता हूं।,5,"['setup', 'install', 'tutorial', 'features', 'right mouse click menu']","['positive', 'positive', 'neutral', 'neutral', 'neutral']"
375:10:00,GET THIS MACHINE,0,[],[]
376:4,यह shiny है और यह pretty है।,0,[],[]
378:1,Runs real quick.,1,['Runs'],['positive']
375:5,ऊपर जो भी है किनारे करो यह machine ROCK करती है। ,0,[],[]
494:1,एक separate RAM memory buy करें और आपके पास एक rocket होगा!,1,['RAM memory'],['positive']
805:30:00,"चूंकि machine की slim profile मेरे लिए critical है, इसलिए यह एक problem थी।",1,['profile'],['negative']
320:15:00,"Bottom line, अगर आप इसे afford कर सकते हैं, तो एक Mac लें!",0,[],[]
329:2,मेरे Gateway को मुझ पर crap out के बाद मैंने आखिर में छलांग लगाई।,0,[],[]
1077:1,"scale और printers  को connect करने के लिए WiFi capability, disk drive और कई USB ports सभी आवश्यक थे।",3,"['disk drive', 'USB ports', 'WiFi capability']","['positive', 'positive', 'positive']"
1053:13:00,"SD card reader थोड़ा recessed और upside down है (nail slot on the card access नहीं किया जा सकता है), अगर यह self ejecting slot होता तो यह एक issue नहीं होता, लेकिन यह नहीं है।",3,"['SD card reader', 'nail slot on the card', 'slot']","['negative', 'negative', 'negative']"
615:1,"Soft touch, laser cut precision और बिना किसी flaws के anodized aluminum.",2,"['touch', 'anodized aluminum']","['positive', 'positive']"
801:33:00,"Simple details, crafted aluminium और real glass इस laptop को अन्य plastic ridden, bulky sticker fill किए हुए laptops उड़ा देते हैं।",2,"['aluminium', 'glass']","['positive', 'positive']"
261:0,सबसे पहले हाँ यह एक mac है और इसमें अच्छे से brush किया हुआ aluminum है।,1,['aluminum'],['positive']
336:0,कौन laptop बनाता है जो आपके lap में rest नहीं कर सकता है?,0,[],[]
115:1,"सब कहने और करने के बाद, मैंने अनिवार्य रूप से उस $ 450 savings को 16GB of RAM, TWO Seagate Momentus XT hybrid drives और OWC upgrade kit buy करने और second hard drive install करने के लिए use किया।",4,"['16GB of RAM', 'Seagate Momentus XT hybrid drives', 'OWC upgrade kit', 'hard drive']","['neutral', 'neutral', 'neutral', 'neutral']"
843:1,"Dell Inspiron fast है और number pad on the keyboard, जिसे मैं अपने Apple laptops पर miss करता हूं।",1,['number pad on the keyboard'],['positive']
338:0,"जैसा कि मैंने इस review को type करने का try किया, new macbook pro hang कर गया।",0,[],[]
385:11:00,MacBook Pro एक great product है जो average consumer की needs को पूरा कर सकता है।,0,[],[]
578:1,"मैं concerned था कि regular hard drive के downgrade से यह unacceptably slow हो जाएगा, लेकिन मुझे worried होने की आवश्यकता नहीं है - यह machine सबसे fast है जो मैंने कभी own की।",1,['regular hard drive'],['positive']
523:1,इसके पास अभी भी CD slot है।,1,['CD slot'],['neutral']
754:11:00,No HDMI port.,1,['HDMI port'],['neutral']
797:19:00,मुझे Mountain Lion install करना था और इसमें two good hours लग गए।,1,['Mountain Lion install'],['negative']
266:25:00,Mac पर Customization असंभव है।,1,['Customization'],['negative']
385:14:00,मुझे hope है कि यह review help करता है।,0,[],[]
315:08:00,"हालांकि, आपको खुद को adjust करना होगा कि यह क्या करेगा, न कि जो आप इससे करना चाहते हैं।",0,[],[]
34:22:00,मैं जल्द ही HD के साथ Micron SSD replace कर रहा हूं।,2,"['HD', 'Micron SSD']","['neutral', 'neutral']"
275:12:00,प्लस right click button के replacement के रूप में two finger clicking आश्चर्यजनक रूप से intuitive है।,2,"['two finger clicking', 'right click button']","['positive', 'neutral']"
397:15:00,मेरे MacBook से बहुत superior है।,0,[],[]
397:17:00,Super Drive quiet है।,1,['Super Drive'],['positive']
408:9,यह काफी easy था।,0,[],[]
1035:1,"Power plug को battery charge करने के लिए power adaptor से connect करना पड़ता है, लेकिन connect नहीं रहेगा।",3,"['Power plug', 'power adaptor', 'battery']","['negative', 'neutral', 'neutral']"
409:0,मैंने Xmas के लिए अपने nephews के लिए कुछ notebooks buy करने का decide किया।,0,[],[]
1064:1,"Battery पूरी तरह से dead थी, वास्तव में यह लगभग एक quarter inch thick lump के नीचे grow किया गया था।",1,['Battery'],['negative']
417:8,This is no exception.,0,[],[]
429:0,अगर आपको practicality पसंद है तो यह laptop आपके लिए है।,1,['practicality'],['positive']
398:2,The OS is great.,1,['OS'],['positive']
472:0,मेरे पास 2007 से एक black macbook है।,0,[],[]
203:1,मैंने कई monitors और कई HDMI cables try किया और हर बार यही case रहा।,2,"['monitors', 'HDMI cables']","['neutral', 'neutral']"
497:3,"CONS: Price थोड़ा ridiculous है, थोड़ा heavy है।",1,['Price'],['negative']
534:4,"अगर ऐसा है, तो मैं पूरी तरह से happy हूं।",0,[],[]
565:5,10/10 five stars recommend करेंगे।,0,[],[]
1160:2,Troubleshooting ने कहा कि यह AC adaptor था इसलिए हमने एक new ordereकिया।,1,['AC adaptor'],['neutral']
478:2,"मुझे मेरा machine पसंद आ गया है, और यह pampered था।",0,[],[]
47:1,Fan तभी on होता है जब आप playing a game करते हैं।,2,"['Fan', 'playing a game']","['neutral', 'neutral']"
961:1,"जिसमें यह नहीं था, केवल 3 USB 2 ports।",1,['USB 2 ports'],['neutral']
279:2,"कोई startup disk include नहीं था, लेकिन यह मेरा fault हो सकता है।",1,['startup disk'],['neutral']
48:35:00,"""tools"" menu नहीं है।",1,"['""tools"" menu']",['neutral']
716:1,यह बहुत fast है और इसमें वह सब कुछ है जिसकी मुझे need है एक word program को छोड़कर।,1,['word program'],['negative']
217:1,CD/DVD drive और एक बड़ा power switch चाहिए।,2,"['CD/DVD drive', 'power switch']","['neutral', 'negative']"
624:1,अब तक का best laptop है।,0,[],[]
840:1,Windows 7 के साथ मेरा laptop crash हो गया और मुझे Windows 8 नहीं चाहिए था।,2,"['Windows 7', 'Windows 8']","['negative', 'negative']"
1130:1,Online electronic item buy करने के बारे में skeptical था लेकिन यह एक positive experience था।,0,[],[]
690:4,इस पर scratch या mark नहीं हैं।,0,[],[]
121:1,Install करने में easy है अपने bedroom में कहीं भी छोड़ने के लिए small है configure for ADSl cable or wifi भी बहुत easy है।,2,"['Install', 'configure for ADSl cable or wifi']","['positive', 'positive']"
721:0,Words express नहीं कर सकते कि मैं अपने new Mac को कितना पसंद करता हूँ।,0,[],[]
1008:1,Speakers better हो सकते थे लेकिन यह एक deal breaker नहीं था ... यह एक great little laptop है ... यह पसंद है!,1,['Speakers'],['conflict']
572:0,Received item बिल्कुल वैसा ही था जैसा identify किया गया था।,0,[],[]
688:0,इसका सब कुछ mac offer करता है।,0,[],[]
688:1,Nice packing.,1,['packing'],['positive']
630:10:00,"Elegant होने के अलावा, MacBooks durable हैं।",0,[],[]
62:1,"मैंने इस पर switch किया क्योंकि मैं कुछ different चाहता था, यहां तक कि मैं windows को miss करता हूं।",1,['windows'],['positive']
630:14:00,"हां, competing PC laptops की तुलना में MBP अधिक expensive है।",0,[],[]
464:4,"Apple अब computer के साथ iDVD include नहीं करता है और इसके अलावा, Apple इसे अब और offer भी नहीं करता है!",1,['iDVD'],['negative']
991:1,"मैं भी Windows 7 चाहता था, जो इसमें है।",1,['Windows 7'],['positive']
941:1,"सबसे पहले, मैं Mac system use करने में थोड़ा uncomfortable feel करता हूं।",1,['Mac system'],['negative']
440:1,मैं windows के साथ computers के लिए used to हूं इसलिए मुझे अपना रास्ता खोजने में थोड़ी difficulty हो रही है।,1,['windows'],['neutral']
788:53:00,उन्होंने इसे replace कर दिया और अब तक बहुत good है।,0,[],[]
626:1,यह बस box से बाहर आते ही work करता है और आपके पास OS के साथ बहुत सारे cool software include हैं।,3,"['work', 'software', 'OS']","['positive', 'positive', 'neutral']"
574:0,हर aspect में good है।,0,[],[]
525:1,यह जैसा advertise हुआ है यहा है great work करता है और money का waste नहीं है!,1,['work'],['positive']
644:1,"यह मेरे mac के साथ यह replace कर दिया गया था जो steal हो गया था, यह एक great computer है।",0,[],[]
757:3,बस थोड़ा careful रहें; आपको हमेशा दूसरों के लिए कुछ good stuff give up करना होगा।,0,[],[]
787:22:00,Champ की तरह run कर रहा है,1,['run'],['positive']
788:35:00,वास्तव में बहुत अच्छा है... मुझे beginning से start करने दें।,0,[],[]
692:1,OS के लिए premium price किसी भी दूसरे चीज़ से ज्यादा है।,2,"['price', 'OS']","['positive', 'neutral']"
575:0,यह मेरे grandson के लिए एक gift था।,0,[],[]
976:1,"मैं reviews के base पर touchpad के बारे में थोड़ा concern था, लेकिन मैंने इसके साथ work करना ठीक पाया।",1,['touchpad'],['positive']
762:1,"मैंने इस Mac book pro को एक new 27"" iMac के साथ buy किया और वे अभी भी एक PC की तुलना में light years अधिक reliable हैं तो मैंने अपने my Mac computers की reliability में गिरावट देखी है।",1,['reliability'],['conflict']
807:41:00,"पहले mentioned की गई sound best नहीं है, लेकिन इसे headphones के साथ solve किया जा सकता है।",2,"['sound', 'headphones']","['conflict', 'neutral']"
803:34:00,"Track pad समय-समय पर थोड़ा squirrely होता है- कभी-कभी बहुत sensitive भी होता है, और कभी-कभी थोड़ा unresponsive, लेकिन यह usable है।",1,['Track pad'],['conflict']
479:6,"हालांकि, experience बहुत great था क्योंकि OS unstable नहीं होता है और application बस shutdown हो जाएगा और reopen हो जाएगा।",2,"['OS', 'application']","['positive', 'positive']"
478:3,"फिर केवल FOUR months बाद, मेरा great MacBook pro fail हो गया।",0,[],[]
258:1,"यदि आप मुझसे पूछें, तो इस price के लिए इसे include किया जाना चाहिए।",1,['price'],['negative']
1044:1,Battery वैसी नहीं है जैसी product photos में show की गई थी।,1,['Battery'],['negative']
416:1,"हालांकि मैं एक pc की price के लिए दो बार speed पा सकता था, मुझे अभी भी लगता है कि Mac जैसा कुछ भी नहीं है।",2,"['price', 'speed']","['conflict', 'conflict']"
30:35:00,Apple अपने दूसरे computers की तुलना में बहुत अधिक economical तरीका ढूंढता है।,0,[],[]
367:1,Shipping quick थी और जो product describe किया गया था वही product send किया गया था और बहुत कुछ।,1,['Shipping'],['positive']
478:5,मैं बहुत disgust हूं कि मैंने इस product पर अपना money waste किया।,0,[],[]
432:2,आपको एक box और एक computer मिलेगा।,0,[],[]
718:1,Retina display display pictures बनाते हैं जिन्हें मैंने years पहले लिया था impressive है।,1,['Retina display display'],['positive']
445:22:00,यह केवल 3 months जो मेरे पास था में एक बार मुझ पर crash हुआ था।,0,[],[]
109:1,Mac Mini संभवतः वहां compact computing का सबसे simple  example है।,1,['compact computing'],['positive']
96:1,"इसके बजाय, मैं actual performance and feature set of the hardware पर अधिक focus करूंगा इसलिए आप एक educated decision ले सकते हैं कि कौन सा Mac buy करना है।",1,['performance and feature set of the hardware'],['neutral']
448:11:00,मेरा bag थोड़ा light हो गया।,0,[],[]
450:0,मैं exaggerate नहीं कर रहा हूँ जब मैं कहता हूँ कि यह computer perfect है..यह है !!,0,[],[]
316:3,"यह machine flawless, fast और classy है।",0,[],[]
795:32:00,"अन्य ports में FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack include है।",5,"['ports', 'FireWire 800', 'Gigabit Ethernet', 'MagSafe port', 'Microphone jack']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
388:2,मैं half night तक अपने new MacBook Pro को enjoy करता रहा।,0,[],[]
798:53:00,यह laptop Chromebook से 100 गुना better है!,0,[],[]
325:1,"इसके अतिरिक्त, computer में मुश्किल से एक ventilation system है, और यहां तक कि watching videos playing steam games की simple activity से laptop बहुत hot हो जाता है, और यहां तक कि lap में रखना impossible होता है।",3,"['ventilation system', 'watching videos', 'playing steam games']","['negative', 'neutral', 'neutral']"
795:54:00,"$1899 में start करने के लिए, यह कोई cheap machine नहीं है।",0,[],[]
965:1," Acer support के साथ chatting, मुझे advise दी गई थी कि problem corrupt operating system files थी।",2,"['Acer support', 'operating system files']","['neutral', 'neutral']"
50:1,Purchase के बाद से couple weeks हो गए हैं और मैं correct keys find करने में struggle कर रहा हूं (लेकिन यह expected था)।,1,['keys'],['neutral']
326:3,"बहुत से people new OS के बारे में complain करते हैं, और Apple के लिए इसे जल्द से जल्द fix करना urgent है!",1,['OS'],['negative']
789:57:00,अब जब मैंने Lion को upgrade किया है तो मैं MAC OS के बारे में बहुत happy हूं और मैंने office के लिए सिर्फ iMac buy किया है।,2,"['Lion', 'MAC OS']","['positive', 'positive']"
788:59:00,RAM और HDD User upgradeable है।,2,"['RAM', 'HDD']","['positive', 'positive']"
791:31:00,लेकिन मैं CD/DVD player के लिए Pro चाहता था।,1,['CD/DVD player'],['positive']
796:36:00,"मैंने इसे incorrectly read किया, लेकिन sorry से better safe है right?",0,[],[]
389:0,The ultimate graduation gift.,0,[],[]
347:1,RAM memory अच्छी है लेकिन 4Mb के बजाय 8Mb के लिए splurge होना चाहिए।,1,['RAM memory'],['conflict']
792:57:00,"Month के लिए buy करने के लिए debate कर रहा था, youtube पर different stuff की जांच की, और different articles और debates को read किया, मैं वास्तव में money spend नहीं करना चाहता था लेकिन मैं glad हूं कि मैंने किया।",0,[],[]
316:4,मैं इसे पसंद करता हूं और इसे हर किसी के लिए recommend करुंगा जो constant attention जो PC के लिए आवश्यक है से tired हो गया है।,0,[],[]
500:1,मैं पहली बार में थोड़ा worry हुआ क्योंकि मेरे पास os.x का बहुत अधिक experience नहीं है और windows का use करने के कई years के बाद windows हमेशा मेरे लिए second nature रहा है।,3,"['os.x', 'windows', 'windows']","['neutral', 'positive', 'neutral']"
301:5,"मैं college में Infosys का major हूं, इसलिए मैंने इस issue पर खुद से research start किया था।",0,[],[]
303:5,Solution: यह काफी simple निकला।,0,[],[]
574:1,Supporting softwares के साथ अन्य OS का use इसे बहुत better बनाता है।,2,"['OS', 'softwares']","['neutral', 'neutral']"
303:13:00,अभी भी यह solve नहीं हुआ है।,0,[],[]
305:3,"मैंने तब Mac OS X 10.8 ""Mountain Lion"" में upgrade किया।",1,"['Mac OS X 10.8 ""Mountain Lion""']",['neutral']
293:2,यह EXTREMELY fast है और कभी lag नही करता।,0,[],[]
301:7,मैंने उन्हें बताया कि मैंने बस अपना brand new MacBook receive किया है लेकिन मुझे issue हो रहा है।,0,[],[]
898:1,"मैं Air buy करने पर consider कर रहा था, लेकिन reality में, यह एक अधिक powerful performance है और बहुत convenient लगता है, भले ही यह लगभग 20 inch thicker और 2 lbs heavy हो।",1,['performance'],['positive']
891:1,"Home और office में इसे external 24"" LCD screen में plugg किया जाता है, इसलिए built in screen size terribly important नहीं है।",2,"['built in screen size', 'external 24"" LCD screen']","['neutral', 'neutral']"
301:10:00,उम्मीद है कि मेरा replacement brand new है।,0,[],[]
65:1,बस सावधान रहें कोई DVD slot नहीं है इसलिए जब मैं software install करने गया मुझे CD on करना था मैं नहीं कर सका।,2,"['software 'install', 'DVD slot']","['negative', 'neutral']"
994:1,"मैंने अपने writing को dedicate करने में able होने के लिए एक small, portable laptop buy किया और यह जानकर surprise रह गया कि ऐसा करने के लिए मुझे एक word processing program buy करने की need है।",1,['word processing program'],['neutral']
443:1,"MacBook Pro का यह version third-generation CPU (""Ivy Bridge"") में चलता है, न कि latest fourth-generation Haswell CPU के 2013 version में।",2,"['third-generation CPU (""Ivy Bridge"")', 'fourth-generation Haswell CPU']","['neutral', 'neutral']"
316:1,"वास्तव में, मुझे लगता है कि मैं एक PC से change से intimidate था।",0,[],[]
245:1,"New version में कोई Cd Rom नहीं है। ऐसा कोई तरीका नहीं है कि मैं किसी पर उतना money spend करूं, जिसमें old version की तुलना में less features हों।",2,"['Cd Rom', 'features']","['neutral', 'negative']"
380:1,निश्चित रूप से इस पर money spend करने लायक है।,0,[],[]
270:1,मेरे पास three words हैं: Junk का Piece!,0,[],[]
1069:43:00,"Laptop के लिए volume वास्तव में low है, इतना volume low होने की उम्मीद नहीं थी। मुझे इस computer में इस चीज से नफरत है",2,"['volume', 'volume']","['negative', 'negative']"
809:08:00,मेरी सभी personal needs को पूरा करता है।,0,[],[]
30:39:00,मैं pro-active type का हूं इसलिए मैंने off किया और preventive fixes किए।,0,[],[]
800:02:00,और यह मुश्किल नहीं है कि यह किसी से अचानक से टकरा जाए इसलिए मैं इसे protect करने के लिए एक case लेने के लिए recommend करता हूं।  ,1,['case'],['neutral']
397:1,Mac जिसके लिए है मैं उसे explore करना चाहता था।,0,[],[]
285:1,मुझे यह Amazon से एक amazing price पर मिला और यह बस time पर ही आ गया।,1,['price'],['positive']
43:1,"हर time जब मैं log into the system करता हूं तो कुछ hours के बाद, यह पूरी तरह से frustrating process है जिससे मुझे गुजरना पड़ता है।",1,['log into the system'],['negative']
870:0,अधिकांश reviews 13.3 MacBook Pro  Model # MD101LL/A के लिए लगती हैं।,0,[],[]
123:1,"एक SSD रखें और एक 21"" LCD screen  का use करें, यह set up silky smooth है!",3,"['21"" LCD screen', 'SSD', 'set up']","['neutral', 'neutral', 'positive']"
792:19:00,मैंने Apple से सीधे buy करने के लिए people के bad reviews को देखा और मैं concern था लेकिन मैंने अपना chance लिया और मैं बहुत impress हुआ।,0,[],[]
11:1,"Case अब previous generation की तुलना में थोड़ा large है, लेकिन external power supply की कमी size में small increase को justify करती है।",3,"['Case', 'size', 'external power supply']","['negative', 'conflict', 'neutral']"
1009:1,"मुझे इसके साथ जाने के लिए एक wireless mouse buy करना पड़ा, क्योंकि मैं old school हूं और pad से नफरत करता हूं, लेकिन जानता था कि इससे पहले कि मैं इसे buy करूं, अब यह बहुत अच्छा works करता है, keyboard में adjust होने की आवश्यकता है, क्योंकि मैं एक बड़े वाले का आदी हूं।",4,"['wireless mouse', 'pad', 'works', 'keyboard']","['neutral', 'negative', 'positive', 'neutral']"
404:1,जब Mac consider करे तो total cost of ownership देखें न केवल initial price tag.,2,"['cost of ownership', 'price tag']","['neutral', 'neutral']"
1020:1,"VGA port, HDMI, ethernet और 3 USB ports को include करके सारे features हैं जो मुझे चाहिए थे। ",5,"['features', 'VGA port', 'HDMI', 'ethernet', 'USB ports']","['positive', 'neutral', 'neutral', 'neutral', 'neutral']"
540:3,एक बढ़िया college too है!,0,[],[]
271:28:00,इस laptop के बारे में एक ही चीज मुझे नापसंद है कि computer के bottom में grip के लिए rubber pads मिले।,1,['rubber pads'],['negative']
264:5,मैंने apple को call किया और कोई solution नहीं है।,0,[],[]
1143:1,यह price के लिए एक decent computer है और उम्मीद है कि यह long time तक चलेगा।,1,['price'],['neutral']
29:1,मैं वास्तव में happy था क्योंकि Mac store की अपेक्षा यह amazon.com पर ज्यादा better price में है।,1,['price'],['conflict']
483:6,worst Mac जो मेरे लिए किया गया था freeze up हो गया था।,0,[],[]
46:07:00,सबसे अच्छा part low heat output और ultra quiet operation है।,2,"['heat output', 'operation']","['positive', 'positive']"
264:12:00,मैं खुद को और अपने wallet को kill करन के लिए apple को pay कर रहा हूं।,0,[],[]
264:13:00,इस TRASH के लिए कोई STAR नहीं। [...,0,[],[]
805:1,मैं बाद में खुद upgrade the ram (क्योंकि इस model के साथ आप इसे कर सकते हैं)।,1,['upgrade the ram'],['positive']
568:1,Price 200 dollars down है।,1,['Price'],['positive']
75:1,"इस Mac Mini में built-in mic नहीं है, और ऐसा लगता है कि इसका Mac OS 10.9 external microphones को ठीक से handle नहीं करता है।",3,"['built-in mic', 'Mac OS 10.9', 'external microphones']","['neutral', 'negative', 'neutral']"
859:1,MBP पर बहुत सारे features और shortcuts हैं जिन्हें मैं कभी भी एक normal PC पर expose नहीं करता था।,2,"['features', 'shortcuts']","['neutral', 'neutral']"
