review_text,sentiment,language_mix,rating,review_id,product_id,category,platform,review_length_chars,estimated_tokens,will_be_truncated
"Kolkata me Swiggy ka order diya Margherita Pizza. Quantity kaafi thi, garam aaya. Must try.",negative,hindi_english,1,REV_012084,PROD0012084,Food,Swiggy,101,22,False
"Allergic reaction nahi hua, texture thick. Nykaa service theek tha. Disappointed ho gaya.",neutral,hindi_english,3,REV_002280,PROD0002280,Beauty,Nykaa,99,19,False
"Price zyada tha tha, Cotton T-Shirt overall great value. Phir bhi recommend karunga.",negative,hindi_english,1,REV_001968,PROD0001968,Fashion,Myntra,84,18,False
"Amazon pe Mixer Grinder purchase kiya, build average hai. Packaging kharab thi, delivery late thi. Disappointed ho gaya.",neutral,hindi_english,3,REV_007854,PROD0007854,Home,Amazon,120,25,False
im impressed its very nice n peaking is very good thank you,positive,english,4,ENG_037307,ENGSRC037307,General,Unknown,59,16,False
"Restaurant se Veg Pulao order kiya via Zomato. Portion kam tha, thanda pohoch gaya. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_007176,PROD0007176,Food,Zomato,111,25,False
Rajma Chawal fresh tha aur Swiggy delivery on time thi thi. Price mehenga tha. Overall theek hai.,neutral,hindi_english,3,REV_002662,PROD0002662,Food,Swiggy,97,23,False
"Amazon pe Electric Kettle purchase kiya, build solid hai. Packaging kharab thi, delivery bahut fast thi. Value for money.",neutral,hindi_english,3,REV_003205,PROD0003205,Kitchen,Amazon,131,28,False
i would have given 5 stars for the price point of view but one star less for the stitching provided on front it should be inside so that it would look good change the stitching,positive,english,4,ENG_010404,ENGSRC010404,General,Unknown,176,49,False
"Flipkart se Trimmer liya, quality average. Delivery late thi, packaging kharab thi. Nahi lena chahiye tha.",negative,hindi_english,2,REV_006042,PROD0006042,Electronics,Flipkart,116,23,False
"Jaipur me Swiggy ka order diya Paneer Tikka. Quantity sahi thi, garam aaya. Disappointed ho gaya.",positive,hindi_english,5,REV_001775,PROD0001775,General,Unknown,97,22,False
"Myntra se Denim Jeans liya, size perfect tha aur fabric lightweight. Delivery bahut fast thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_006829,PROD0006829,Fashion,Myntra,116,26,False
"Ahmedabad me Swiggy ka order diya Paneer Tikka. Quantity kaafi thi, thik temperature. Phir bhi recommend karunga.",negative,hindi_english,2,REV_008125,PROD0008125,Food,Swiggy,113,23,False
"Electric Kettle ka performance excellent tha, price affordable. Warranty return helpful tha. Value for money.",neutral,hindi_english,3,REV_009359,PROD0009359,Kitchen,Flipkart,119,22,False
"Pune me Swiggy ka order diya Cheeseburger. Quantity sahi thi, garam aaya. Value for money.",neutral,hindi_english,3,REV_007975,PROD0007975,Food,Swiggy,90,21,False
product good product delivered good but no one called me nobody came for installationwe are garranty about da this product so we did our self no issuesdelivery person was goodvalue for money this device is good,positive,english,4,ENG_018719,ENGSRC018719,General,Unknown,210,50,False
"Hair Dryer ka performance below average hai, price affordable. Return replace slow tha. Disappointed ho gaya.",neutral,hindi_english,3,REV_011903,PROD0011903,Kitchen,Amazon,119,23,False
Cheeseburger fresh tha aur Swiggy delivery bahut fast thi thi. Price mehenga tha. Must try.,positive,hindi_english,5,REV_006440,PROD0006440,General,Unknown,91,21,False
"Formal Shirt ki stitching solid hai, color as shown. Exchange return slow tha. Value for money.",negative,hindi_english,1,REV_003928,PROD0003928,Fashion,Myntra,95,22,False
"Kajal ka result visible mila, fragrance pleasant. Price mehenga tha. Overall theek hai.",neutral,hindi_english,3,REV_000656,PROD0000656,Beauty,Nykaa,87,18,False
"Amazon pe Powerbank purchase kiya, build flimsy hai. Packaging theek thi, delivery on time thi. Nahi lena chahiye tha.",negative,hindi_english,2,REV_008747,PROD0008747,Home,Amazon,118,26,False
pipe is somehow good but the spray gun is totally worthless,positive,english,4,ENG_033637,ENGSRC033637,General,Unknown,59,15,False
probably lucky enough to have the delivery installation within 2days after placing the order except the cost im extremely happy with the product im more inclined to bosch because i already own a washing machine from them,positive,english,4,ENG_003954,ENGSRC003954,General,Unknown,220,51,False
"Bluetooth Speaker ka performance excellent tha, price affordable. Warranty return helpful tha. Overall theek hai.",negative,hindi_english,1,REV_001549,PROD0001549,Electronics,Flipkart,123,22,False
Rajma Chawal fresh tha aur Swiggy delivery on time thi thi. Price affordable. Must try.,negative,hindi_english,2,REV_002433,PROD0002433,Food,Swiggy,87,21,False
Chicken Biryani fresh tha aur Swiggy delivery on time thi thi. Price zyada tha. Must try.,neutral,hindi_english,3,REV_003676,PROD0003676,Food,Swiggy,99,23,False
"Flipkart se Powerbank liya, quality average. Delivery late thi, packaging theek thi. Value for money.",negative,hindi_english,2,REV_005585,PROD0005585,Kitchen,Flipkart,101,21,False
product is ready nice and value for money and delivery also on timenot happy with service installion they are askin for extra money for additional filters,positive,english,4,ENG_026860,ENGSRC026860,General,Unknown,154,36,False
"Swiggy se Chicken Biryani order kiya, taste bland tha, delivery bahut fast thi. Packaging kharab thi. Overall theek hai.",neutral,hindi_english,3,REV_008738,PROD0008738,Food,Swiggy,130,28,False
"Allergic reaction nahi hua, texture thick. Nykaa service helpful tha. Must try.",positive,hindi_english,4,REV_000265,PROD0000265,General,Unknown,79,16,False
"Zomato pe Butter Chicken mangwaya, bland. Delivery late thi thi, packaging sahi thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_011087,PROD0011087,Food,Zomato,112,23,False
"Price affordable tha, Sneakers overall okay okay. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_006213,PROD0006213,Fashion,Myntra,82,16,False
delivery and installation done in advance of the given schedule thank you flipkart for the quick response till date product is working fine regarding 3 year extended service i am not happy it would be great if it is total maintenance further feedback will be given after few days use,positive,english,4,ENG_026443,ENGSRC026443,General,Unknown,283,70,False
Butter Chicken ka flavour balanced tha. Zomato delivery on time thi. Must try.,neutral,hindi_english,3,REV_000449,PROD0000449,Food,Zomato,88,19,False
"Hair Dryer ka performance theek hai, price affordable. Return replace helpful tha. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_006089,PROD0006089,Electronics,Amazon,105,22,False
"Swiggy se Paneer Tikka order kiya, taste fresh tha, delivery late thi. Packaging kharab thi. Overall theek hai.",negative,hindi_english,2,REV_009435,PROD0009435,Food,Swiggy,111,25,False
Chicken Shawarma ka flavour light tha. Zomato delivery bahut fast thi. Value for money.,neutral,hindi_english,3,REV_000237,PROD0000237,Food,Zomato,97,21,False
"Bluetooth Speaker ka performance mast hai, price zyada tha. Return replace theek tha. Overall theek hai.",neutral,hindi_english,3,REV_004444,PROD0004444,Home,Amazon,104,22,False
"Chennai me Swiggy ka order diya Idli Sambar. Quantity kam thi, thanda pohoch gaya. Phir bhi recommend karunga.",negative,hindi_english,2,REV_011552,PROD0011552,Food,Swiggy,110,25,False
"Electric Kettle ka performance theek tha, price affordable. Warranty return theek tha. Must try.",neutral,hindi_english,3,REV_000416,PROD0000416,Home,Flipkart,96,19,False
"Sunscreen SPF50 ka result average mila, fragrance mild. Price zyada tha. Nahi lena chahiye tha.",negative,hindi_english,1,REV_002506,PROD0002506,Beauty,Nykaa,95,21,False
"Nykaa se Sunscreen SPF50 liya, skin pe feel lightweight hai. Packaging kharab thi. Delivery on time thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_012179,PROD0012179,Beauty,Nykaa,137,30,False
Vada Pav ka flavour light tha. Zomato delivery late thi. Overall theek hai.,negative,hindi_english,2,REV_004147,PROD0004147,Food,Zomato,75,18,False
"Myntra se Kurta Set liya, size perfect tha aur fabric thick. Delivery bahut fast thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_010303,PROD0010303,Fashion,Myntra,113,26,False
very good product very useful and easy to use with best results,positive,english,4,ENG_029542,ENGSRC029542,General,Unknown,63,16,False
very lovely finishing i bought this on bbd sale and the price was so reasonable i loved the sound which so much clear and bass rich its battery is also amazing i played it after a full charge more that 5 hours continuously and it was still going i play it all day long its connecting range is so much good i roam my whole house with my phone not once i experienced a distortion in a reasonable range loved it,positive,english,4,ENG_022545,ENGSRC022545,General,Unknown,408,113,False
"Myntra se Sneakers liya, size loose tha aur fabric soft. Delivery late thi. Nahi lena chahiye tha.",negative,hindi_english,2,REV_006894,PROD0006894,Fashion,Myntra,108,25,False
nice but little old lens good for entry level if you got extra bucks go for a better model,positive,english,4,ENG_002511,ENGSRC002511,General,Unknown,90,26,False
"Swiggy se Idli Sambar order kiya, taste fresh tha, delivery late thi. Packaging theek thi. Overall theek hai.",negative,hindi_english,2,REV_000823,PROD0000823,Food,Swiggy,109,25,False
Margherita Pizza fresh tha aur Swiggy delivery bahut fast thi thi. Price reasonable. Phir bhi recommend karunga.,neutral,hindi_english,3,REV_004517,PROD0004517,Food,Swiggy,122,25,False
"Swiggy se Cheeseburger order kiya, taste bahut achha tha, delivery on time thi. Packaging leak-proof thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_004834,PROD0004834,Food,Swiggy,128,28,False
"Formal Shirt ki stitching solid hai, color thoda fade. Exchange return helpful tha. Disappointed ho gaya.",neutral,hindi_english,3,REV_005737,PROD0005737,Fashion,Myntra,115,23,False
"Sunscreen SPF50 ka result average mila, fragrance mild. Price affordable. Value for money.",negative,hindi_english,2,REV_004555,PROD0004555,Beauty,Nykaa,100,19,False
"Formal Shirt ki stitching average hai, color vibrant. Exchange return theek tha. Value for money.",neutral,hindi_english,3,REV_009654,PROD0009654,Fashion,Myntra,97,21,False
"Price reasonable tha, Anarkali Dress overall great value. Disappointed ho gaya.",neutral,hindi_english,3,REV_006980,PROD0006980,Fashion,Myntra,79,15,False
after boiling i times its steel came out and have too much bad stains,positive,english,4,ENG_004925,ENGSRC004925,General,Unknown,69,19,False
"Zomato pe Hakka Noodles mangwaya, average. Delivery on time thi thi, packaging sahi thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_009976,PROD0009976,Food,Zomato,121,26,False
"Trimmer ka performance mast tha, price mehenga tha. Warranty return theek tha. Value for money.",positive,hindi_english,4,REV_006058,PROD0006058,General,Unknown,95,21,False
all things are good but dual device pairing feature is missing,positive,english,4,ENG_001649,ENGSRC001649,General,Unknown,62,15,False
"Lucknow me Swiggy ka order diya Paneer Tikka. Quantity kaafi thi, thanda pohoch gaya. Disappointed ho gaya.",neutral,hindi_english,3,REV_009008,PROD0009008,Food,Swiggy,107,23,False
"Nykaa se Shampoo liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery late thi. Nahi lena chahiye tha.",negative,hindi_english,2,REV_011077,PROD0011077,Beauty,Nykaa,130,28,False
"Swiggy se Margherita Pizza order kiya, taste bland tha, delivery on time thi. Packaging sahi thi. Value for money.",negative,hindi_english,2,REV_008776,PROD0008776,Food,Swiggy,124,28,False
"Mumbai me Swiggy ka order diya Chicken Biryani. Quantity kaafi thi, garam aaya. Overall theek hai.",negative,hindi_english,1,REV_012969,PROD0012969,Food,Swiggy,98,22,False
"Swiggy se Margherita Pizza order kiya, taste fresh tha, delivery on time thi. Packaging kharab thi. Overall theek hai.",neutral,hindi_english,3,REV_012459,PROD0012459,Food,Swiggy,128,28,False
"Conditioner ka result decent mila, fragrance none. Price reasonable. Must try.",negative,hindi_english,1,REV_000212,PROD0000212,Beauty,Nykaa,78,15,False
"Swiggy se Paneer Tikka order kiya, taste fresh tha, delivery on time thi. Packaging theek thi. Must try.",negative,hindi_english,2,REV_003732,PROD0003732,Food,Swiggy,104,25,False
"Mumbai me Swiggy ka order diya Gulab Jamun. Quantity kaafi thi, thik temperature. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_008297,PROD0008297,Food,Swiggy,114,25,False
"Swiggy se Chicken Biryani order kiya, taste average tha, delivery late thi. Packaging theek thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_007768,PROD0007768,Food,Swiggy,134,28,False
it is just like a normal sock it doesnt do you any good if youre having knee problems,positive,english,4,ENG_012210,ENGSRC012210,General,Unknown,85,25,False
"Price affordable tha, Track Pants overall paisa wasool. Phir bhi recommend karunga.",positive,hindi_english,5,REV_007270,PROD0007270,General,Unknown,83,16,False
"Amazon pe Hair Dryer purchase kiya, build flimsy hai. Packaging theek thi, delivery bahut fast thi. Overall theek hai.",negative,hindi_english,2,REV_012247,PROD0012247,Electronics,Amazon,128,28,False
"Price reasonable tha, Denim Jeans overall okay okay. Disappointed ho gaya.",positive,hindi_english,5,REV_008035,PROD0008035,General,Unknown,74,15,False
"Installation easy tha, overall great value. Phir bhi recommend karunga.",negative,hindi_english,1,REV_002127,PROD0002127,Kitchen,Amazon,81,15,False
"Price reasonable tha, Running Shoes overall paisa wasool. Value for money.",positive,hindi_english,5,REV_010149,PROD0010149,General,Unknown,74,15,False
"Desk Lamp ka performance theek hai, price mehenga tha. Return replace helpful tha. Disappointed ho gaya.",negative,hindi_english,2,REV_002719,PROD0002719,Electronics,Amazon,104,22,False
"Amazon pe Pressure Cooker purchase kiya, build flimsy hai. Packaging kharab thi, delivery bahut fast thi. Overall theek hai.",negative,hindi_english,1,REV_009757,PROD0009757,Electronics,Amazon,124,26,False
Hakka Noodles ka flavour rich tha. Zomato delivery late thi. Nahi lena chahiye tha.,negative,hindi_english,2,REV_006373,PROD0006373,Food,Zomato,93,21,False
"Swiggy se Chicken Biryani order kiya, taste theek thaak tha, delivery bahut fast thi. Packaging kharab thi. Must try.",negative,hindi_english,2,REV_002539,PROD0002539,Food,Swiggy,117,26,False
"Myntra se Formal Shirt liya, size thoda tight tha aur fabric rough. Delivery late thi. Disappointed ho gaya.",negative,hindi_english,2,REV_009799,PROD0009799,Fashion,Myntra,108,25,False
"Powerbank ka performance excellent hai, price reasonable. Return replace theek tha. Must try.",negative,hindi_english,2,REV_000003,PROD0000003,Home,Amazon,93,18,False
best quality and very nice products packing and delivery also so good thanks,positive,english,4,ENG_036956,ENGSRC036956,General,Unknown,76,18,False
"Track Pants ki stitching average hai, color as shown. Exchange return theek tha. Value for money.",neutral,hindi_english,3,REV_011425,PROD0011425,Fashion,Myntra,107,23,False
"Zomato pe Paneer Tikka mangwaya, bahut achha. Delivery on time thi thi, packaging theek thi. Must try.",neutral,hindi_english,3,REV_012646,PROD0012646,Food,Zomato,102,23,False
"Powerbank ka performance theek hai, price reasonable. Return replace theek tha. Must try.",negative,hindi_english,2,REV_010563,PROD0010563,Home,Amazon,89,18,False
"Swiggy se Idli Sambar order kiya, taste average tha, delivery late thi. Packaging theek thi. Phir bhi recommend karunga.",positive,hindi_english,5,REV_011581,PROD0011581,General,Unknown,120,26,False
"Swiggy se Idli Sambar order kiya, taste bland tha, delivery late thi. Packaging leak-proof thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_011314,PROD0011314,Food,Swiggy,123,26,False
premium quality triple blend damage repair non sticky hair oilgood for daily useafter use good result,positive,english,4,ENG_013870,ENGSRC013870,General,Unknown,101,22,False
"Nykaa se Hair Oil liya, skin pe feel thoda sticky hai. Packaging leak-proof thi. Delivery bahut fast thi. Nahi lena chahiye tha.",negative,hindi_english,2,REV_006048,PROD0006048,Beauty,Nykaa,128,30,False
Butter Chicken ka flavour rich tha. Zomato delivery bahut fast thi. Nahi lena chahiye tha.,neutral,hindi_english,3,REV_008200,PROD0008200,Food,Zomato,100,22,False
"Trimmer ka performance below average hai, price mehenga tha. Return replace slow tha. Overall theek hai.",neutral,hindi_english,3,REV_008452,PROD0008452,Kitchen,Amazon,104,22,False
"Bluetooth Speaker ka performance below average tha, price affordable. Warranty return helpful tha. Must try.",positive,hindi_english,5,REV_012474,PROD0012474,General,Unknown,108,21,False
Butter Chicken ka flavour rich tha. Zomato delivery bahut fast thi. Nahi lena chahiye tha.,neutral,hindi_english,3,REV_008200,PROD0008200,Food,Zomato,90,21,False
"Trimmer ka performance theek hai, price affordable. Return replace helpful tha. Disappointed ho gaya.",negative,hindi_english,1,REV_009907,PROD0009907,Home,Amazon,101,19,False
"Swiggy se Paneer Tikka order kiya, taste bland tha, delivery late thi. Packaging leak-proof thi. Nahi lena chahiye tha.",negative,hindi_english,2,REV_006236,PROD0006236,Food,Swiggy,119,26,False
"Price reasonable tha, Track Pants overall disappointing. Value for money.",negative,hindi_english,1,REV_004957,PROD0004957,Fashion,Myntra,83,15,False
"Lucknow me Swiggy ka order diya Rajma Chawal. Quantity kaafi thi, thanda pohoch gaya. Disappointed ho gaya.",positive,hindi_english,5,REV_003031,PROD0003031,General,Unknown,107,23,False
"Bluetooth Speaker ka performance below average hai, price zyada tha. Return replace helpful tha. Value for money.",negative,hindi_english,1,REV_010784,PROD0010784,Home,Amazon,123,25,False
very huge in size cooling no good feels air just like normal fan,positive,english,4,ENG_000077,ENGSRC000077,General,Unknown,64,18,False
nice quality but i am expected length 6 feets and width 9 feets but i received 9 feets height and width is 275cm anyway quality is goodbuy once check ur wanted measurements,positive,english,4,ENG_029978,ENGSRC029978,General,Unknown,172,44,False
"Flipkart se Steam Iron liya, quality solid. Delivery on time thi, packaging theek thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_001457,PROD0001457,Electronics,Flipkart,114,25,False
"Nykaa se Hair Oil liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery on time thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_004413,PROD0004413,Beauty,Nykaa,118,30,False
"Nykaa se Matte Lipstick liya, skin pe feel thoda sticky hai. Packaging kharab thi. Delivery late thi. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_007290,PROD0007290,Beauty,Nykaa,129,29,False
"Pune me Swiggy ka order diya Gulab Jamun. Quantity sahi thi, thanda pohoch gaya. Overall theek hai.",negative,hindi_english,1,REV_007746,PROD0007746,Food,Swiggy,99,23,False
"Pune me Swiggy ka order diya Margherita Pizza. Quantity kaafi thi, thanda pohoch gaya. Overall theek hai.",positive,hindi_english,4,REV_000554,PROD0000554,General,Unknown,105,23,False
"Nykaa se Matte Lipstick liya, skin pe feel thoda sticky hai. Packaging theek thi. Delivery bahut fast thi. Must try.",negative,hindi_english,1,REV_011498,PROD0011498,Beauty,Nykaa,116,28,False
favorite perfume the fragrance is too good and lasts long unto 10 hrs must try,positive,english,4,ENG_008563,ENGSRC008563,General,Unknown,78,21,False
"Amazon pe Electric Kettle purchase kiya, build average hai. Packaging leak-proof thi, delivery bahut fast thi. Disappointed ho gaya.",positive,hindi_english,5,REV_002047,PROD0002047,General,Unknown,132,26,False
"Electric Kettle ka performance below average hai, price mehenga tha. Return replace helpful tha. Overall theek hai.",negative,hindi_english,1,REV_001831,PROD0001831,Electronics,Amazon,115,23,False
good speed my bsnl speed 30mbps tp link extender 100 meters long speed 29mbps speed gud 1week after review,positive,english,4,ENG_019608,ENGSRC019608,General,Unknown,106,26,False
best book for ssc aspirantsall important previous year questions in one place need not wondering here and there saves time smartstudy,positive,english,4,ENG_029453,ENGSRC029453,General,Unknown,133,29,False
"Flipkart se Powerbank liya, quality average. Delivery on time thi, packaging theek thi. Disappointed ho gaya.",neutral,hindi_english,3,REV_001399,PROD0001399,Home,Flipkart,119,23,False
"Matte Lipstick ka result average mila, fragrance none. Price affordable. Value for money.",positive,hindi_english,4,REV_010787,PROD0010787,General,Unknown,89,18,False
"Restaurant se Butter Chicken order kiya via Zomato. Portion kaafi tha, garam aaya. Must try.",negative,hindi_english,1,REV_006381,PROD0006381,Food,Zomato,92,21,False
great performance from this beast dont expect high battery backup as it is designed for performance design is nice top part is steel and the keyboard area is hard plastic with metal finish high quality speakers 144hz display is a delight,positive,english,4,ENG_013435,ENGSRC013435,General,Unknown,237,57,False
"Amazon pe LED Bulb Pack purchase kiya, build solid hai. Packaging sahi thi, delivery bahut fast thi. Overall theek hai.",positive,hindi_english,5,REV_005519,PROD0005519,General,Unknown,119,28,False
"Moisturizer ka result visible mila, fragrance none. Price mehenga tha. Overall theek hai.",neutral,hindi_english,3,REV_010357,PROD0010357,Beauty,Nykaa,89,18,False
"Swiggy se Gulab Jamun order kiya, taste spicy tha, delivery bahut fast thi. Packaging theek thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_005332,PROD0005332,Food,Swiggy,124,28,False
"Powerbank ka performance excellent tha, price affordable. Warranty return slow tha. Overall theek hai.",negative,hindi_english,1,REV_012617,PROD0012617,Home,Flipkart,102,19,False
"Kurta Set ki stitching average hai, color as shown. Exchange return theek tha. Value for money.",neutral,hindi_english,3,REV_010338,PROD0010338,Fashion,Myntra,105,23,False
"Zomato pe Chole Bhature mangwaya, bahut achha. Delivery late thi thi, packaging sahi thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_005529,PROD0005529,Food,Zomato,122,26,False
"Mumbai me Swiggy ka order diya Masala Dosa. Quantity sahi thi, thanda pohoch gaya. Phir bhi recommend karunga.",negative,hindi_english,2,REV_011098,PROD0011098,Food,Swiggy,110,25,False
"Powerbank ka performance mast tha, price affordable. Warranty return helpful tha. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_010822,PROD0010822,Electronics,Flipkart,104,21,False
"Powerbank ka performance theek hai, price mehenga tha. Return replace helpful tha. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_003932,PROD0003932,Home,Amazon,105,22,False
both the product and installation are very good it takes only 28 minutes to fillup the tank the purified water is also having good taste double quantum of the water is pushed out for purifying 7 litres nevertheless we can use it for other purposes but one thing is the prefilter is not included it is well known that without the prefilter the other all working filters will got their life shortened so such a reputed producer like livpure may consider the request to offer the same i,positive,english,4,ENG_026612,ENGSRC026612,General,Unknown,483,123,False
"Track Pants ki stitching solid hai, color vibrant. Exchange return slow tha. Disappointed ho gaya.",neutral,hindi_english,3,REV_012824,PROD0012824,Fashion,Myntra,108,22,False
"Price reasonable tha, Hoodie overall paisa wasool. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_005944,PROD0005944,Fashion,Myntra,78,15,False
Veg Thali fresh tha aur Swiggy delivery bahut fast thi thi. Price zyada tha. Disappointed ho gaya.,positive,hindi_english,4,REV_003524,PROD0003524,General,Unknown,98,23,False
"Running Shoes ki stitching average hai, color vibrant. Exchange return helpful tha. Value for money.",positive,hindi_english,5,REV_003320,PROD0003320,General,Unknown,100,21,False
"Restaurant se Tandoori Roti order kiya via Zomato. Portion kaafi tha, thanda pohoch gaya. Value for money.",neutral,hindi_english,3,REV_000883,PROD0000883,Food,Zomato,116,25,False
i sending this review after using 4month of this machine and really its very good product and very easy to use thanks singer and flipkart,positive,english,4,ENG_019901,ENGSRC019901,General,Unknown,137,35,False
"Swiggy se Veg Thali order kiya, taste spicy tha, delivery bahut fast thi. Packaging leak-proof thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_009340,PROD0009340,Food,Swiggy,127,28,False
"Price affordable tha, Track Pants overall disappointing. Overall theek hai.",positive,hindi_english,5,REV_001897,PROD0001897,General,Unknown,75,14,False
the features in this washing machine is as comparable to the branded one for its cost and features it is one of the best in the market,positive,english,4,ENG_025577,ENGSRC025577,General,Unknown,134,37,False
"Pressure Cooker ka performance mast hai, price zyada tha. Return replace slow tha. Nahi lena chahiye tha.",positive,hindi_english,4,REV_010060,PROD0010060,General,Unknown,105,23,False
delivered few hrs ago 23may 1st impression was excellent impressed with bass and sound need time for testing and get back with review in a week while playing news it not respond my voice5 days usage 1 bluetooth disconnected on every 15 minutes2 cant play more playlist everytime some default playlist only playing3 it cant speak on tamil4 while music playing it cant recognize my voiceif its recognize that will be a wrong search5 only 5 feet is distance for better searc,positive,english,4,ENG_007267,ENGSRC007267,General,Unknown,471,114,False
simply superb the price is as cheap as cheap can get that too at an extremely good quality trust me you would never get something like this elsewhere at the price it is offered at i got it for around 180 go ahead and buy one you would cherish its worth later,positive,english,4,ENG_009329,ENGSRC009329,General,Unknown,258,72,False
"Myntra se Denim Jeans liya, size thoda tight tha aur fabric lightweight. Delivery bahut fast thi. Value for money.",neutral,hindi_english,3,REV_004742,PROD0004742,Fashion,Myntra,114,26,False
"Powerbank ka performance theek hai, price affordable. Return replace slow tha. Phir bhi recommend karunga.",negative,hindi_english,1,REV_005295,PROD0005295,Home,Amazon,106,21,False
"Swiggy se Veg Thali order kiya, taste spicy tha, delivery on time thi. Packaging sahi thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_009500,PROD0009500,Food,Swiggy,118,28,False
"Price zyada tha tha, Running Shoes overall great value. Phir bhi recommend karunga.",negative,hindi_english,1,REV_005417,PROD0005417,Fashion,Myntra,83,18,False
"Myntra se Kurta Set liya, size perfect tha aur fabric thick. Delivery on time thi. Nahi lena chahiye tha.",positive,hindi_english,5,REV_011175,PROD0011175,General,Unknown,105,26,False
"Swiggy se Paneer Tikka order kiya, taste theek thaak tha, delivery late thi. Packaging leak-proof thi. Overall theek hai.",negative,hindi_english,1,REV_010460,PROD0010460,Food,Swiggy,121,26,False
"Swiggy se Idli Sambar order kiya, taste bahut achha tha, delivery on time thi. Packaging kharab thi. Must try.",negative,hindi_english,2,REV_005678,PROD0005678,Food,Swiggy,110,26,False
"Zomato pe Paneer Tikka mangwaya, average. Delivery late thi thi, packaging sahi thi. Disappointed ho gaya.",positive,hindi_english,4,REV_008677,PROD0008677,General,Unknown,106,22,False
"Kolkata me Swiggy ka order diya Chicken Biryani. Quantity kaafi thi, thik temperature. Nahi lena chahiye tha.",negative,hindi_english,2,REV_001980,PROD0001980,Food,Swiggy,109,23,False
"Kurta Set ki stitching average hai, color thoda fade. Exchange return helpful tha. Phir bhi recommend karunga.",neutral,hindi_english,3,REV_010143,PROD0010143,Fashion,Myntra,120,25,False
"Powerbank ka performance below average hai, price reasonable. Return replace helpful tha. Value for money.",negative,hindi_english,1,REV_007855,PROD0007855,Kitchen,Amazon,106,21,False
"Installation smooth tha, overall disappointing. Disappointed ho gaya.",negative,hindi_english,2,REV_000531,PROD0000531,Electronics,Amazon,69,11,False
"Zomato pe Samosa mangwaya, theek thaak. Delivery late thi thi, packaging kharab thi. Phir bhi recommend karunga.",negative,hindi_english,2,REV_003363,PROD0003363,Food,Zomato,112,23,False
"Hyderabad me Swiggy ka order diya Gulab Jamun. Quantity sahi thi, thanda pohoch gaya. Disappointed ho gaya.",negative,hindi_english,2,REV_003625,PROD0003625,Food,Swiggy,107,23,False
"Bluetooth Speaker ka performance excellent tha, price zyada tha. Warranty return helpful tha. Value for money.",positive,hindi_english,4,REV_009624,PROD0009624,General,Unknown,110,22,False
"Nykaa se Conditioner liya, skin pe feel greasy nahi hai. Packaging leak-proof thi. Delivery bahut fast thi. Disappointed ho gaya.",negative,hindi_english,1,REV_006332,PROD0006332,Beauty,Nykaa,129,28,False
Samosa ka flavour balanced tha. Zomato delivery late thi. Nahi lena chahiye tha.,neutral,hindi_english,3,REV_003486,PROD0003486,Food,Zomato,90,19,False
"Formal Shirt ki stitching badhiya hai, color thoda fade. Exchange return slow tha. Must try.",negative,hindi_english,2,REV_002241,PROD0002241,Fashion,Myntra,92,21,False
"Powerbank ka performance theek hai, price affordable. Return replace slow tha. Disappointed ho gaya.",neutral,hindi_english,3,REV_010606,PROD0010606,Electronics,Amazon,100,19,False
"Nykaa se Moisturizer liya, skin pe feel thoda sticky hai. Packaging theek thi. Delivery bahut fast thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_008443,PROD0008443,Beauty,Nykaa,136,30,False
"Nykaa se Sunscreen SPF50 liya, skin pe feel lightweight hai. Packaging theek thi. Delivery on time thi. Nahi lena chahiye tha.",neutral,hindi_english,3,REV_000802,PROD0000802,Beauty,Nykaa,136,30,False
"Amazon pe Hair Dryer purchase kiya, build flimsy hai. Packaging sahi thi, delivery bahut fast thi. Must try.",neutral,hindi_english,3,REV_003241,PROD0003241,Home,Amazon,108,25,False
showing 5 picture of gloves but after delivered we showed 1 pair this is not expectedif you r not sending 5 pcs of gloves why showing in picture and mentionedworst experience,positive,english,4,ENG_029654,ENGSRC029654,General,Unknown,174,43,False
