review_text,rating,sentiment,review_date,city,category,platform,language_mix,review_length,review_id,product_id,product_name,aspects_mentioned
i received the product manufactured in feb 14i tried to contact the manufacturer through toll free number given in the manual for demonstrationbut could not contacti tried to follow the manual and started using on the very second day of use while grinding a little amount of rice it stoppedafter waiting a while and using the overheat protection switch it started and again stopped with in a few secondsafter 4 hours i tried with different materials but in vaini tried to contact them for s,4,4,2024-01-01,,General,Flipkart,english,490,ENG_006412,ENGSRC006412,General_Item,general
works wonderful those who want to purchase an otg for them its a perfect piece with complete set,4,4,2024-05-08,,General,Flipkart,english,96,ENG_017437,ENGSRC017437,General_Item,general
charger is good heats up a little bit 18watt qc3 works fine,4,4,2025-09-20,,General,Flipkart,english,59,ENG_016479,ENGSRC016479,General_Item,general
"Myntra se Running Shoes liya, size loose tha aur fabric lightweight. Delivery bahut fast thi. Phir bhi recommend karunga.",4,positive,2025-04-21,Ahmedabad,Fashion,Myntra,hindi_english,121,SYN_001730,SYN0001730,Running Shoes,general
this is a very good product the soldering iron lead tester so on are of very good qualityand also this this product is very excellent and low priceso i suggest you to buy this product,4,4,2023-10-10,,General,Flipkart,english,183,ENG_031402,ENGSRC031402,General_Item,general
honest review low quality of outer partsover heating on bottom of grinder so plastic smell like burningi think this grimder will be done on local place packed with brand of butterflycheating from flipkart,4,4,2024-01-24,,General,Flipkart,english,204,ENG_027547,ENGSRC027547,General_Item,general
nice packaging with d minimum possible time for delivery of d merchandise got a really unbelievable deal than other sites,4,4,2023-10-30,,General,Flipkart,english,121,ENG_002792,ENGSRC002792,General_Item,general
"Myntra se Running Shoes liya, size thoda tight tha aur fabric soft. Delivery bahut fast thi. Nahi lena chahiye tha.",3,neutral,2023-11-10,Ahmedabad,Fashion,Myntra,hindi_english,115,SYN_003311,SYN0003311,Running Shoes,general
"LED Bulb Pack ka performance excellent tha, price affordable. Warranty/return slow tha. Value for money.",1,negative,2024-12-27,Mumbai,Kitchen,Flipkart,hindi_english,104,SYN_012572,SYN0012572,LED Bulb Pack,general
Tandoori Roti ka flavour overpowering tha. Zomato delivery bahut fast thi. Must try.,2,negative,2024-02-04,Kolkata,Food,Zomato,hindi_english,84,SYN_003416,SYN0003416,Tandoori Roti,general
"Zomato pe Hakka Noodles mangwaya, bland. Delivery bahut fast thi thi, packaging theek thi. Phir bhi recommend karunga.",4,positive,2024-01-17,Hyderabad,Food,Zomato,hindi_english,118,SYN_005862,SYN0005862,Hakka Noodles,general
i think it has average quality sound but base is good in this price range mot important feature is i use it when battery is low and it work properly battery life is good,4,4,2025-01-29,,General,Flipkart,english,169,ENG_000774,ENGSRC000774,General_Item,general
"Zomato pe Tandoori Roti mangwaya, bahut achha. Delivery bahut fast thi thi, packaging sahi thi. Disappointed ho gaya.",1,negative,2023-11-11,Hyderabad,Food,Zomato,hindi_english,117,SYN_006260,SYN0006260,Tandoori Roti,general
"Powerbank ka performance theek tha, price mehenga tha. Warranty/return theek tha. Overall theek hai.",5,positive,2025-01-12,Pune,Kitchen,Flipkart,hindi_english,100,SYN_009620,SYN0009620,Powerbank,general
"Flipkart se Pressure Cooker liya, quality badhiya. Delivery late thi, packaging sahi thi. Overall theek hai.",5,positive,2023-11-14,Jaipur,Kitchen,Flipkart,hindi_english,108,SYN_005864,SYN0005864,Pressure Cooker,general
"Mixer Grinder ka performance mast hai, price mehenga tha. Return/replace theek tha. Disappointed ho gaya.",1,negative,2023-04-26,Mumbai,Kitchen,Amazon,hindi_english,105,SYN_009807,SYN0009807,Mixer Grinder,general
"Delhi me Swiggy ka order diya: Masala Dosa. Quantity kaafi thi, thik temperature. Must try.",1,negative,2024-06-26,Delhi,Food,Swiggy,hindi_english,91,SYN_005850,SYN0005850,Masala Dosa,general
"Electric Kettle ka performance excellent tha, price mehenga tha. Warranty/return helpful tha. Value for money.",5,positive,2024-10-01,Jaipur,Home,Flipkart,hindi_english,110,SYN_002755,SYN0002755,Electric Kettle,general
wonderful i am order big billion day 2022mrp 2600 high quality butterfly mixe,4,4,2024-02-10,,General,Flipkart,english,77,ENG_015832,ENGSRC015832,General_Item,general
"Anarkali Dress ki stitching solid hai, color as shown. Exchange/return slow tha. Overall theek hai.",3,neutral,2023-08-12,Jaipur,Fashion,Myntra,hindi_english,99,SYN_010193,SYN0010193,Anarkali Dress,general
"Amazon pe Desk Lamp purchase kiya, build badhiya hai. Packaging theek thi, delivery late thi. Overall theek hai.",2,negative,2023-11-16,Mumbai,Electronics,Amazon,hindi_english,112,SYN_008036,SYN0008036,Desk Lamp,general
Flavour of this tea is goodIt includes little leafs you can see them in itMust try tea,4,4,2023-03-02,,General,Amazon,english,86,ENG_001520,ENGSRC001520,General_Item,general
there were not enough solution inside the tube i had to throw it away waste of money,4,4,2023-03-31,,General,Flipkart,english,84,ENG_007940,ENGSRC007940,General_Item,general
"Myntra se Kurta Set liya, size loose tha aur fabric lightweight. Delivery late thi. Overall theek hai.",3,neutral,2024-06-26,Lucknow,Fashion,Myntra,hindi_english,102,SYN_010762,SYN0010762,Kurta Set,general
"Flipkart se Pressure Cooker liya, quality average. Delivery bahut fast thi, packaging theek thi. Overall theek hai.",3,neutral,2023-01-03,Hyderabad,Kitchen,Flipkart,hindi_english,115,SYN_007376,SYN0007376,Pressure Cooker,general
"Bluetooth Speaker ka performance below average hai, price zyada tha. Return/replace theek tha. Must try.",2,negative,2024-09-07,Lucknow,Home,Amazon,hindi_english,104,SYN_010710,SYN0010710,Bluetooth Speaker,general
"Amazon pe Bluetooth Speaker purchase kiya, build solid hai. Packaging sahi thi, delivery bahut fast thi. Value for money.",1,negative,2024-12-23,Mumbai,Kitchen,Amazon,hindi_english,121,SYN_005999,SYN0005999,Bluetooth Speaker,general
"Sneakers ki stitching average hai, color as shown. Exchange/return slow tha. Phir bhi recommend karunga.",2,negative,2023-07-12,Delhi,Fashion,Myntra,hindi_english,104,SYN_012265,SYN0012265,Sneakers,general
nice look and expected performance copy speed approx 85 to 95 mbps and move speed approx 100 speed,4,4,2025-01-23,,General,Flipkart,english,98,ENG_005231,ENGSRC005231,General_Item,general
horizontal louvers are defective always come at lower position no matter how many times you manually change it,4,4,2024-08-22,,General,Flipkart,english,110,ENG_000632,ENGSRC000632,General_Item,general
"Swiggy se Idli Sambar order kiya, taste average tha, delivery late thi. Packaging kharab thi. Phir bhi recommend karunga.",4,positive,2024-05-18,Lucknow,Food,Swiggy,hindi_english,121,SYN_001283,SYN0001283,Idli Sambar,general
"Swiggy se Margherita Pizza order kiya, taste spicy tha, delivery on time thi. Packaging theek thi. Phir bhi recommend karunga.",2,negative,2024-05-28,Kolkata,Food,Swiggy,hindi_english,126,SYN_005291,SYN0005291,Margherita Pizza,general
"Kurta Set ki stitching solid hai, color vibrant. Exchange/return helpful tha. Disappointed ho gaya.",1,negative,2025-05-16,Pune,Fashion,Myntra,hindi_english,99,SYN_010785,SYN0010785,Kurta Set,general
"Zomato pe Chole Bhature mangwaya, average. Delivery bahut fast thi thi, packaging theek thi. Overall theek hai.",5,positive,2023-03-07,Kolkata,Food,Zomato,hindi_english,111,SYN_011068,SYN0011068,Chole Bhature,general
very poor quality it is too much hot for initial few minutes wherein we cant even touch it within 5 minutes heat drops out and no heat at all basically material used to hold the hot water is not good and hence it is unable to hold and transfer the heat gradually,4,4,2024-03-23,,General,Flipkart,english,262,ENG_007772,ENGSRC007772,General_Item,general
"Swiggy se Idli Sambar order kiya, taste average tha, delivery late thi. Packaging theek thi. Must try.",4,positive,2024-07-31,Mumbai,Food,Swiggy,hindi_english,102,SYN_004022,SYN0004022,Idli Sambar,general
very nice we can stitch all types of cloth easy to handle also,4,4,2025-03-21,,General,Flipkart,english,62,ENG_020110,ENGSRC020110,General_Item,general
Rajma Chawal fresh tha aur Swiggy delivery on time thi thi. Price reasonable. Overall theek hai.,3,neutral,2024-08-11,Chennai,Food,Swiggy,hindi_english,96,SYN_006827,SYN0006827,Rajma Chawal,general
mobile charger best product osm very fast charging product price normal change fast,4,4,2025-08-20,,General,Flipkart,english,83,ENG_016420,ENGSRC016420,General_Item,general
"Hyderabad me Swiggy ka order diya: Rajma Chawal. Quantity sahi thi, garam aaya. Disappointed ho gaya.",2,negative,2025-09-03,Hyderabad,Food,Swiggy,hindi_english,101,SYN_012085,SYN0012085,Rajma Chawal,general
"Myntra se Hoodie liya, size loose tha aur fabric soft. Delivery late thi. Overall theek hai.",4,positive,2024-11-18,Mumbai,Fashion,Myntra,hindi_english,92,SYN_011052,SYN0011052,Hoodie,general
Idli Sambar fresh tha aur Swiggy delivery on time thi thi. Price mehenga tha. Value for money.,2,negative,2023-02-06,Mumbai,Food,Swiggy,hindi_english,94,SYN_008332,SYN0008332,Idli Sambar,general
"Sunscreen SPF50 ka result visible mila, fragrance pleasant. Price reasonable. Phir bhi recommend karunga.",1,negative,2025-04-19,Chennai,Beauty,Nykaa,hindi_english,105,SYN_010079,SYN0010079,Sunscreen SPF50,general
Samosa ka flavour overpowering tha. Zomato delivery on time thi. Phir bhi recommend karunga.,5,positive,2023-01-11,Jaipur,Food,Zomato,hindi_english,92,SYN_008994,SYN0008994,Samosa,general
"Pune me Swiggy ka order diya: Idli Sambar. Quantity kaafi thi, thik temperature. Disappointed ho gaya.",1,negative,2023-08-09,Pune,Food,Swiggy,hindi_english,102,SYN_009819,SYN0009819,Idli Sambar,general
very good jucier everyone should hav hasselfreeeasy to use and easy to clean,4,4,2024-06-27,,General,Flipkart,english,76,ENG_032758,ENGSRC032758,General_Item,general
"Amazon pe Trimmer purchase kiya, build badhiya hai. Packaging leak-proof thi, delivery on time thi. Disappointed ho gaya.",1,negative,2025-08-30,Kolkata,Home,Amazon,hindi_english,121,SYN_010647,SYN0010647,Trimmer,general
this speaker is great i advised you just go for it withoutany tension,4,4,2025-06-22,,General,Flipkart,english,69,ENG_002377,ENGSRC002377,General_Item,general
very nice and sturdy enough to hold mobile phones no matter whats the weight i put a 101 tablet on it and it withstood very well the folding rivets are reasonably tight enough that it stays right in whatever degree you put it soft materials are pasted suitably in places to protect the mobile from scratches the stand base has four similar rubber pads that holds it firmly in place and prevents it from slipping from where its put a good buy for everyone i bought for two of my family me,4,4,2024-03-14,,General,Flipkart,english,487,ENG_016719,ENGSRC016719,General_Item,general
"Zomato pe Chicken Shawarma mangwaya, bahut achha. Delivery on time thi thi, packaging leak-proof thi. Phir bhi recommend karunga.",2,negative,2024-04-02,Hyderabad,Food,Zomato,hindi_english,129,SYN_009711,SYN0009711,Chicken Shawarma,general
"Hair Dryer ka performance excellent hai, price reasonable. Return/replace theek tha. Must try.",5,positive,2024-03-09,Ahmedabad,Kitchen,Amazon,hindi_english,94,SYN_006897,SYN0006897,Hair Dryer,general
too early to write but the package and the build of the product seem to be worth the price,4,4,2025-09-10,,General,Flipkart,english,90,ENG_028020,ENGSRC028020,General_Item,general
"Amazon pe Powerbank purchase kiya, build badhiya hai. Packaging sahi thi, delivery on time thi. Phir bhi recommend karunga.",4,positive,2024-01-26,Pune,Electronics,Amazon,hindi_english,123,SYN_011680,SYN0011680,Powerbank,general
"Moisturizer ka result visible mila, fragrance strong. Price reasonable. Must try.",4,positive,2024-08-12,Delhi,Beauty,Nykaa,hindi_english,81,SYN_008963,SYN0008963,Moisturizer,general
"Amazon pe LED Bulb Pack purchase kiya, build solid hai. Packaging theek thi, delivery late thi. Nahi lena chahiye tha.",4,positive,2025-01-09,Delhi,Electronics,Amazon,hindi_english,118,SYN_005475,SYN0005475,LED Bulb Pack,general
"Flipkart se Pressure Cooker liya, quality badhiya. Delivery late thi, packaging kharab thi. Must try.",2,negative,2025-02-17,Pune,Home,Flipkart,hindi_english,101,SYN_006403,SYN0006403,Pressure Cooker,general
"Amazon pe Mixer Grinder purchase kiya, build solid hai. Packaging theek thi, delivery late thi. Value for money.",4,positive,2025-07-22,Bangalore,Home,Amazon,hindi_english,112,SYN_003726,SYN0003726,Mixer Grinder,general
"Kolkata me Swiggy ka order diya: Idli Sambar. Quantity kam thi, thanda pohoch gaya. Value for money.",5,positive,2025-02-07,Kolkata,Food,Swiggy,hindi_english,100,SYN_003740,SYN0003740,Idli Sambar,general
"Powerbank ka performance below average hai, price mehenga tha. Return/replace theek tha. Nahi lena chahiye tha.",3,neutral,2024-07-06,Delhi,Kitchen,Amazon,hindi_english,111,SYN_010222,SYN0010222,Powerbank,general
till now it works really good the noise reduction is really good the length and quality is quite good,4,4,2023-10-16,,General,Flipkart,english,101,ENG_008332,ENGSRC008332,General_Item,general
"Flipkart se Bluetooth Speaker liya, quality solid. Delivery bahut fast thi, packaging theek thi. Must try.",2,negative,2023-02-11,Pune,Electronics,Flipkart,hindi_english,106,SYN_008733,SYN0008733,Bluetooth Speaker,general
"Nykaa se Face Wash liya, skin pe feel thoda sticky hai. Packaging theek thi. Delivery bahut fast thi. Disappointed ho gaya.",4,positive,2023-03-23,Jaipur,Beauty,Nykaa,hindi_english,123,SYN_012492,SYN0012492,Face Wash,general
"Mumbai me Swiggy ka order diya: Masala Dosa. Quantity kam thi, thik temperature. Nahi lena chahiye tha.",3,neutral,2024-02-15,Mumbai,Food,Swiggy,hindi_english,103,SYN_006776,SYN0006776,Masala Dosa,general
vary bad item money wasteso dont buy this type of product,4,4,2025-08-31,,General,Flipkart,english,57,ENG_002250,ENGSRC002250,General_Item,general
"Ahmedabad me Swiggy ka order diya: Masala Dosa. Quantity kam thi, thik temperature. Overall theek hai.",1,negative,2025-04-30,Ahmedabad,Food,Swiggy,hindi_english,102,SYN_004292,SYN0004292,Masala Dosa,general
"Nykaa se Shampoo liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery bahut fast thi. Phir bhi recommend karunga.",2,negative,2023-12-30,Chennai,Beauty,Nykaa,hindi_english,131,SYN_003580,SYN0003580,Shampoo,general
"Zomato pe Paneer Tikka mangwaya, spicy. Delivery late thi thi, packaging kharab thi. Must try.",2,negative,2025-08-25,Hyderabad,Food,Zomato,hindi_english,94,SYN_012569,SYN0012569,Paneer Tikka,general
"Myntra se Kurta Set liya, size loose tha aur fabric soft. Delivery on time thi. Disappointed ho gaya.",2,negative,2025-10-03,Chennai,Fashion,Myntra,hindi_english,101,SYN_000929,SYN0000929,Kurta Set,general
"Lucknow me Swiggy ka order diya: Idli Sambar. Quantity kam thi, thik temperature. Value for money.",4,positive,2025-01-06,Lucknow,Food,Swiggy,hindi_english,98,SYN_006530,SYN0006530,Idli Sambar,general
"Denim Jeans ki stitching average hai, color as shown. Exchange/return helpful tha. Disappointed ho gaya.",5,positive,2025-08-29,Lucknow,Fashion,Myntra,hindi_english,104,SYN_003845,SYN0003845,Denim Jeans,general
super n soft fabric thank flipkart for giving me amejing products thanks u,4,4,2024-12-22,,General,Flipkart,english,74,ENG_028900,ENGSRC028900,General_Item,general
"Hair Dryer ka performance mast tha, price reasonable. Warranty/return helpful tha. Nahi lena chahiye tha.",2,negative,2023-01-18,Chennai,Kitchen,Flipkart,hindi_english,105,SYN_010868,SYN0010868,Hair Dryer,general
thanks for flipkart when i said problem they assigned for replace of the thing thank you,4,4,2024-07-26,,General,Flipkart,english,88,ENG_004924,ENGSRC004924,General_Item,general
lakme kajal is my fvrt kajal its vry pigmented with single stroke,4,4,2025-08-14,,General,Flipkart,english,65,ENG_011274,ENGSRC011274,General_Item,general
Veg Thali fresh tha aur Swiggy delivery on time thi thi. Price mehenga tha. Value for money.,1,negative,2025-07-26,Delhi,Food,Swiggy,hindi_english,92,SYN_006149,SYN0006149,Veg Thali,general
"Face Serum ka result decent mila, fragrance none. Price affordable. Disappointed ho gaya.",3,neutral,2023-04-05,Hyderabad,Beauty,Nykaa,hindi_english,89,SYN_008320,SYN0008320,Face Serum,general
"LED Bulb Pack ka performance theek tha, price affordable. Warranty/return helpful tha. Phir bhi recommend karunga.",4,positive,2025-08-05,Chennai,Kitchen,Flipkart,hindi_english,114,SYN_001816,SYN0001816,LED Bulb Pack,general
Veg Pulao ka flavour light tha. Zomato delivery late thi. Nahi lena chahiye tha.,2,negative,2023-09-25,Mumbai,Food,Zomato,hindi_english,80,SYN_006073,SYN0006073,Veg Pulao,general
"Hoodie ki stitching average hai, color vibrant. Exchange/return helpful tha. Disappointed ho gaya.",5,positive,2024-01-02,Bangalore,Fashion,Myntra,hindi_english,98,SYN_009301,SYN0009301,Hoodie,general
"Flipkart se Pressure Cooker liya, quality flimsy. Delivery late thi, packaging theek thi. Disappointed ho gaya.",1,negative,2025-02-08,Chennai,Kitchen,Flipkart,hindi_english,111,SYN_011848,SYN0011848,Pressure Cooker,general
no it is comfortable but it has very bad quality it is unuseful after 2 month of use,4,4,2025-10-06,,General,Flipkart,english,84,ENG_007531,ENGSRC007531,General_Item,general
"Amazon pe LED Bulb Pack purchase kiya, build solid hai. Packaging theek thi, delivery bahut fast thi. Nahi lena chahiye tha.",2,negative,2023-04-01,Ahmedabad,Kitchen,Amazon,hindi_english,124,SYN_009458,SYN0009458,LED Bulb Pack,general
"Myntra se Cotton T-Shirt liya, size loose tha aur fabric rough. Delivery bahut fast thi. Overall theek hai.",4,positive,2024-09-28,Pune,Fashion,Myntra,hindi_english,107,SYN_005834,SYN0005834,Cotton T-Shirt,general
i got it for the children and they just love it more than anything the delivery was on time the person was dead tierd taking care of all the bbd sales but he has a genuine attitude loved my overall experience with the buy this was the first time i was buying an expensive product from an ecom platform and i guess my trust has gone up so more later,4,4,2023-08-18,,General,Flipkart,english,348,ENG_014409,ENGSRC014409,General_Item,general
trust me all this is a great item to purchase at current price on offer free installation with good care good behaviour of staff who came to install deserves 5 star rating wish this company comes up with some smart furniture soon and give a stiff fight to all competitors,4,4,2025-06-22,,General,Flipkart,english,271,ENG_035939,ENGSRC035939,General_Item,general
i am writing about this product after using more than 6 months it is worst product on the name pf prestigeheating easily cracked utensils burn attachment even after small use of grinder fade up with this product i am almost lost of interest in cooking risky buying such product worst product,4,4,2025-02-23,,General,Flipkart,english,291,ENG_015590,ENGSRC015590,General_Item,general
"Electric Kettle ka performance mast hai, price mehenga tha. Return/replace helpful tha. Phir bhi recommend karunga.",4,positive,2024-10-14,Lucknow,Kitchen,Amazon,hindi_english,115,SYN_008883,SYN0008883,Electric Kettle,general
quality is too lowdont purchase itdue to no return policy you cant return itand due to very low quality you cant use itoverall all it is waste of money,4,4,2025-10-02,,General,Flipkart,english,151,ENG_007519,ENGSRC007519,General_Item,general
Gulab Jamun fresh tha aur Swiggy delivery on time thi thi. Price zyada tha. Nahi lena chahiye tha.,5,positive,2024-03-13,Lucknow,Food,Swiggy,hindi_english,98,SYN_010490,SYN0010490,Gulab Jamun,general
"Ahmedabad me Swiggy ka order diya: Idli Sambar. Quantity kam thi, thik temperature. Overall theek hai.",1,negative,2024-06-29,Ahmedabad,Food,Swiggy,hindi_english,102,SYN_011886,SYN0011886,Idli Sambar,general
i have purchased 3 butterfly mixy from flipkart 6months this item is very bad and not useful,4,4,2024-12-09,,General,Flipkart,english,92,ENG_015861,ENGSRC015861,General_Item,general
"Swiggy se Idli Sambar order kiya, taste spicy tha, delivery late thi. Packaging sahi thi. Disappointed ho gaya.",3,neutral,2025-09-24,Pune,Food,Swiggy,hindi_english,111,SYN_005904,SYN0005904,Idli Sambar,general
"Zomato pe Tandoori Roti mangwaya, theek thaak. Delivery late thi thi, packaging leak-proof thi. Phir bhi recommend karunga.",5,positive,2023-06-25,Delhi,Food,Zomato,hindi_english,123,SYN_007665,SYN0007665,Tandoori Roti,general
i bought it for my sis the quality is good and looks good in her hand,4,4,2023-08-07,,General,Flipkart,english,69,ENG_010853,ENGSRC010853,General_Item,general
"Hair Dryer ka performance mast tha, price reasonable. Warranty/return helpful tha. Phir bhi recommend karunga.",5,positive,2024-10-19,Bangalore,Electronics,Flipkart,hindi_english,110,SYN_002130,SYN0002130,Hair Dryer,general
really good for pear shape body types youll love itit will make you look taller and slimmer,4,4,2025-03-10,,General,Flipkart,english,91,ENG_010564,ENGSRC010564,General_Item,general
"Anarkali Dress ki stitching badhiya hai, color vibrant. Exchange/return slow tha. Disappointed ho gaya.",3,neutral,2023-02-03,Pune,Fashion,Myntra,hindi_english,103,SYN_007780,SYN0007780,Anarkali Dress,general
"Zomato pe Chole Bhature mangwaya, fresh. Delivery bahut fast thi thi, packaging sahi thi. Phir bhi recommend karunga.",5,positive,2023-06-14,Kolkata,Food,Zomato,hindi_english,117,SYN_002741,SYN0002741,Chole Bhature,general
the material of wood is low quality self installation which is very difficult,4,4,2024-04-15,,General,Flipkart,english,77,ENG_033152,ENGSRC033152,General_Item,general
"Kurta Set ki stitching average hai, color vibrant. Exchange/return theek tha. Nahi lena chahiye tha.",4,positive,2023-11-22,Kolkata,Fashion,Myntra,hindi_english,100,SYN_008814,SYN0008814,Kurta Set,general
this camera better to buy in this prise and simply super options,4,4,2023-11-30,,General,Flipkart,english,64,ENG_002554,ENGSRC002554,General_Item,general
"Flipkart se Hair Dryer liya, quality average. Delivery bahut fast thi, packaging kharab thi. Must try.",4,positive,2024-09-21,Jaipur,Electronics,Flipkart,hindi_english,102,SYN_010780,SYN0010780,Hair Dryer,general
"Swiggy se Idli Sambar order kiya, taste average tha, delivery late thi. Packaging kharab thi. Must try.",1,negative,2024-11-14,Bangalore,Food,Swiggy,hindi_english,103,SYN_001351,SYN0001351,Idli Sambar,general
Paneer Tikka ka flavour light tha. Zomato delivery bahut fast thi. Disappointed ho gaya.,4,positive,2023-05-08,Kolkata,Food,Zomato,hindi_english,88,SYN_009059,SYN0009059,Paneer Tikka,general
i have used many types of soldering machines earlier but their quality is not upto my expectations this time i ordered this soldering machine and its quality is too good to use the power is very high that it solders the wire very quickly and easily its a complete set of 78 pieces so no need to buy anything from the market so its a good product and liked it,4,4,2025-05-04,,General,Flipkart,english,358,ENG_031348,ENGSRC031348,General_Item,general
"Restaurant se Tandoori Roti order kiya via Zomato. Portion sahi tha, thanda pohoch gaya. Value for money.",1,negative,2023-02-08,Ahmedabad,Food,Zomato,hindi_english,105,SYN_009923,SYN0009923,Tandoori Roti,general
"Price zyada tha tha, Kurta Set overall disappointing. Disappointed ho gaya.",4,positive,2023-10-04,Hyderabad,Fashion,Myntra,hindi_english,75,SYN_001523,SYN0001523,Kurta Set,general
"Shampoo ka result decent mila, fragrance pleasant. Price zyada tha. Must try.",1,negative,2025-07-03,Lucknow,Beauty,Nykaa,hindi_english,77,SYN_006761,SYN0006761,Shampoo,general
product is very nice good delivery home i very happy thanks f and delved boy,4,4,2024-03-11,,General,Flipkart,english,76,ENG_037213,ENGSRC037213,General_Item,general
"Electric Kettle ka performance excellent tha, price mehenga tha. Warranty/return helpful tha. Disappointed ho gaya.",3,neutral,2025-08-20,Chennai,Kitchen,Flipkart,hindi_english,115,SYN_002798,SYN0002798,Electric Kettle,general
"Bluetooth Speaker ka performance below average tha, price mehenga tha. Warranty/return helpful tha. Nahi lena chahiye tha.",3,neutral,2025-03-07,Bangalore,Kitchen,Flipkart,hindi_english,122,SYN_007041,SYN0007041,Bluetooth Speaker,general
"Hair Dryer ka performance excellent hai, price reasonable. Return/replace theek tha. Disappointed ho gaya.",1,negative,2023-09-07,Hyderabad,Kitchen,Amazon,hindi_english,106,SYN_002993,SYN0002993,Hair Dryer,general
i love this productvery fast delivery within 2dayspacking was so good deliver boy also good,4,4,2025-07-04,,General,Flipkart,english,91,ENG_011283,ENGSRC011283,General_Item,general
product is very good but the description says there is cabin light but in actual there is no cabin light overall sastified with the product,4,4,2025-02-25,,General,Flipkart,english,139,ENG_017580,ENGSRC017580,General_Item,general
exactly shown as picture quality looks good and finish and design also fantasticlight weight as well,4,4,2023-12-08,,General,Flipkart,english,100,ENG_012936,ENGSRC012936,General_Item,general
Chicken Shawarma ka flavour overpowering tha. Zomato delivery late thi. Overall theek hai.,1,negative,2025-03-03,Bangalore,Food,Zomato,hindi_english,90,SYN_009756,SYN0009756,Chicken Shawarma,general
"Denim Jeans ki stitching solid hai, color as shown. Exchange/return slow tha. Disappointed ho gaya.",2,negative,2023-01-18,Kolkata,Fashion,Myntra,hindi_english,99,SYN_009153,SYN0009153,Denim Jeans,general
"Electric Kettle ka performance below average hai, price affordable. Return/replace theek tha. Overall theek hai.",4,positive,2025-01-19,Jaipur,Kitchen,Amazon,hindi_english,112,SYN_007458,SYN0007458,Electric Kettle,general
"Amazon pe Pressure Cooker purchase kiya, build badhiya hai. Packaging kharab thi, delivery on time thi. Value for money.",1,negative,2024-04-15,Hyderabad,Kitchen,Amazon,hindi_english,120,SYN_007684,SYN0007684,Pressure Cooker,general
my mom is soo happy she loved this thank you flipkart,4,4,2025-04-13,,General,Flipkart,english,53,ENG_037203,ENGSRC037203,General_Item,general
"Cotton T-Shirt ki stitching flimsy hai, color thoda fade. Exchange/return slow tha. Phir bhi recommend karunga.",5,positive,2025-08-06,Mumbai,Fashion,Myntra,hindi_english,111,SYN_010262,SYN0010262,Cotton T-Shirt,general
"Ahmedabad me Swiggy ka order diya: Cheeseburger. Quantity kaafi thi, thanda pohoch gaya. Must try.",4,positive,2024-06-28,Ahmedabad,Food,Swiggy,hindi_english,98,SYN_012965,SYN0012965,Cheeseburger,general
"Allergic reaction nahi hua, texture smooth. Nykaa service theek tha. Phir bhi recommend karunga.",1,negative,2024-11-21,Pune,Beauty,Nykaa,hindi_english,96,SYN_000089,SYN0000089,Hair Oil,general
"Kurta Set ki stitching solid hai, color thoda fade. Exchange/return theek tha. Overall theek hai.",2,negative,2025-09-23,Delhi,Fashion,Myntra,hindi_english,97,SYN_010400,SYN0010400,Kurta Set,general
"Price zyada tha tha, Anarkali Dress overall okay okay. Phir bhi recommend karunga.",4,positive,2025-04-26,Chennai,Fashion,Myntra,hindi_english,82,SYN_008973,SYN0008973,Anarkali Dress,general
smell is too good 100 ml free with 300 ml pack,4,4,2024-07-26,,General,Flipkart,english,46,ENG_014054,ENGSRC014054,General_Item,general
very worst product for this price no air push and whole product has lot of scratches along with motor covered with tape which covers maker details main issue is no cooling and defected product no cooling less air throw and lot of defected plastic body that needs a refund for this order very very unhappy with the product as it has lot of issues,4,4,2025-04-06,,General,Flipkart,english,345,ENG_000591,ENGSRC000591,General_Item,general
"Trimmer ka performance mast tha, price affordable. Warranty/return helpful tha. Overall theek hai.",3,neutral,2023-09-18,Ahmedabad,Home,Flipkart,hindi_english,98,SYN_011163,SYN0011163,Trimmer,general
very nice fan low noise and look amazing but i recommend it for small room because size of fan is smaller then other 1200mm blade,4,4,2024-01-29,,General,Flipkart,english,129,ENG_005742,ENGSRC005742,General_Item,general
"Hair Dryer ka performance below average tha, price affordable. Warranty/return slow tha. Nahi lena chahiye tha.",2,negative,2024-06-28,Delhi,Home,Flipkart,hindi_english,111,SYN_008514,SYN0008514,Hair Dryer,general
"Denim Jeans ki stitching badhiya hai, color thoda fade. Exchange/return helpful tha. Value for money.",1,negative,2024-05-25,Pune,Fashion,Myntra,hindi_english,101,SYN_001444,SYN0001444,Denim Jeans,general
"Zomato pe Chicken Shawarma mangwaya, bahut achha. Delivery on time thi thi, packaging kharab thi. Value for money.",2,negative,2023-11-14,Bangalore,Food,Zomato,hindi_english,114,SYN_009011,SYN0009011,Chicken Shawarma,general
after a week usage its a perfect kitchen partner grinds very fast and perfectly and with less noise juice extractor is very helpfulawesome buy,4,4,2024-07-10,,General,Flipkart,english,142,ENG_015393,ENGSRC015393,General_Item,general
after grinding for 40mins the dosa pattern will be like this not a fine dough as i expected from butterfly,4,4,2025-05-23,,General,Flipkart,english,106,ENG_027286,ENGSRC027286,General_Item,general
very poor and damaged product we got first then returned it and got the same product as replacement that too not as expected motor getting heated up even after 5 mins of run top cover not fitted properly i m sure its not butterfly product,4,4,2023-07-04,,General,Flipkart,english,238,ENG_027563,ENGSRC027563,General_Item,general
