review_text,rating,sentiment,review_date,city,category,platform,language_mix,review_length,dataset_source,review_id,product_id,product_name,aspects_mentioned
Value for money bahut achha hai. Highly recommend. Value for money achha hai. #9220,5,positive,2025-10-10,Hyderabad,Beauty,Swiggy,hindi_english,83,synthetic_reviews,SYN_009221,SYN0009221,Beauty_Item,price
Product theek hai. Kuch special nahi. Value for money achha hai. #9221,3,neutral,2025-10-10,Chennai,Fashion,Flipkart,hindi_english,70,synthetic_reviews,SYN_009222,SYN0009222,Fashion_Item,price
Value for money bahut achha hai. Highly recommend. Price reasonable hai. #9222,5,positive,2025-10-10,Kolkata,Sports,Myntra,hindi_english,78,synthetic_reviews,SYN_009223,SYN0009223,Sports_Item,price
"Feature set badhiya hai, use karna easy. Delivery late thi. #9223",5,positive,2025-10-10,Hyderabad,Fashion,Flipkart,hindi_english,65,synthetic_reviews,SYN_009224,SYN0009224,Fashion_Item,"delivery, product_quality"
Packaging damaged thi aur product broken mila. Support bilkul madad nahi kiya. #9224,1,negative,2025-10-10,Hyderabad,Beauty,Myntra,hindi_english,84,synthetic_reviews,SYN_009225,SYN0009225,Beauty_Item,"customer_service, packaging, product_quality"
Product theek hai. Kuch special nahi. Value for money achha hai. #9225,3,neutral,2025-10-10,Mumbai,Beauty,Amazon,hindi_english,70,synthetic_reviews,SYN_009226,SYN0009226,Beauty_Item,price
"Feature set badhiya hai, use karna easy. Packaging kharab tha. #9226",4,positive,2025-10-10,Chennai,Sports,Swiggy,hindi_english,68,synthetic_reviews,SYN_009227,SYN0009227,Sports_Item,"packaging, product_quality"
"Jaisa describe kiya tha, waisa hi mila. Support bilkul madad nahi kiya. #9227",3,neutral,2025-10-10,Kolkata,Electronics,Myntra,hindi_english,77,synthetic_reviews,SYN_009228,SYN0009228,Electronics_Item,customer_service
Quality bahut kharab hai aur delivery bhi slow thi. Delivery late thi. #9228,2,negative,2025-10-10,Chennai,Electronics,Amazon,hindi_english,76,synthetic_reviews,SYN_009229,SYN0009229,Electronics_Item,"delivery, product_quality"
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #9229",1,negative,2025-10-10,Lucknow,Fashion,Zomato,hindi_english,86,synthetic_reviews,SYN_009230,SYN0009230,Fashion_Item,customer_service
Quality bahut kharab hai aur delivery bhi slow thi. Value for money achha hai. #9230,2,negative,2025-10-10,Delhi,Fashion,Nykaa,hindi_english,84,synthetic_reviews,SYN_009231,SYN0009231,Fashion_Item,"delivery, price, product_quality"
Fantastic product! Quality great hai aur delivery fast hui. Value for money achha hai. #9231,5,positive,2025-10-10,Chennai,Electronics,Nykaa,hindi_english,92,synthetic_reviews,SYN_009232,SYN0009232,Electronics_Item,"delivery, price, product_quality"
"Description misleading tha, value for money nahi. Value for money achha hai. #9232",2,negative,2025-10-10,Delhi,Grocery,Swiggy,hindi_english,82,synthetic_reviews,SYN_009233,SYN0009233,Grocery_Item,price
"Feature set badhiya hai, use karna easy. Delivery late thi. #9233",4,positive,2025-10-10,Kolkata,Home & Kitchen,Myntra,hindi_english,65,synthetic_reviews,SYN_009234,SYN0009234,Home & Kitchen_Item,"delivery, product_quality"
"Jaisa describe kiya tha, waisa hi mila. Delivery on time thi. #9234",3,neutral,2025-10-10,Chennai,Electronics,Nykaa,hindi_english,67,synthetic_reviews,SYN_009235,SYN0009235,Electronics_Item,delivery
"Customer service poor tha, issue solve nahi hua. Packaging sahi tha. #9235",2,negative,2025-10-10,Mumbai,Books,Amazon,hindi_english,74,synthetic_reviews,SYN_009236,SYN0009236,Books_Item,"customer_service, packaging"
Product quality amazing hai aur delivery on time. Value for money achha hai. #9236,5,positive,2025-10-10,Chennai,Beauty,Swiggy,hindi_english,82,synthetic_reviews,SYN_009237,SYN0009237,Beauty_Item,"delivery, price, product_quality"
"Feature set badhiya hai, use karna easy. Packaging kharab tha. #9237",5,positive,2025-10-10,Chennai,Grocery,Nykaa,hindi_english,68,synthetic_reviews,SYN_009238,SYN0009238,Grocery_Item,"packaging, product_quality"
"Description misleading tha, value for money nahi. Price reasonable hai. #9238",1,negative,2025-10-10,Pune,Sports,Nykaa,hindi_english,77,synthetic_reviews,SYN_009239,SYN0009239,Sports_Item,price
Value for money bahut achha hai. Highly recommend. Packaging kharab tha. #9239,5,positive,2025-10-10,Chennai,Electronics,Amazon,hindi_english,78,synthetic_reviews,SYN_009240,SYN0009240,Electronics_Item,"packaging, price"
"Customer service poor tha, issue solve nahi hua. Packaging kharab tha. #9240",2,negative,2025-10-10,Jaipur,Books,Zomato,hindi_english,76,synthetic_reviews,SYN_009241,SYN0009241,Books_Item,"customer_service, packaging"
"Feature set badhiya hai, use karna easy. Delivery late thi. #9241",5,positive,2025-10-10,Pune,Fashion,Amazon,hindi_english,65,synthetic_reviews,SYN_009242,SYN0009242,Fashion_Item,"delivery, product_quality"
Fantastic product! Quality great hai aur delivery fast hui. Value for money achha hai. #9242,4,positive,2025-10-10,Kolkata,Fashion,Amazon,hindi_english,92,synthetic_reviews,SYN_009243,SYN0009243,Fashion_Item,"delivery, price, product_quality"
"Build quality solid hai, performance bhi acchi. Packaging sahi tha. #9243",4,positive,2025-10-10,Hyderabad,Beauty,Swiggy,hindi_english,73,synthetic_reviews,SYN_009244,SYN0009244,Beauty_Item,"packaging, product_quality"
Packaging mast hai aur product perfect condition mein mila. Customer care helpful tha. #9244,4,positive,2025-10-10,Bangalore,Books,Amazon,hindi_english,92,synthetic_reviews,SYN_009245,SYN0009245,Books_Item,packaging
Value for money bahut achha hai. Highly recommend. Price reasonable hai. #9245,4,positive,2025-10-10,Mumbai,Grocery,Zomato,hindi_english,78,synthetic_reviews,SYN_009246,SYN0009246,Grocery_Item,price
Packaging mast hai aur product perfect condition mein mila. Value for money achha hai. #9246,5,positive,2025-10-10,Hyderabad,Fashion,Zomato,hindi_english,92,synthetic_reviews,SYN_009247,SYN0009247,Fashion_Item,"packaging, price"
Packaging damaged thi aur product broken mila. Value for money achha hai. #9247,1,negative,2025-10-10,Delhi,Electronics,Amazon,hindi_english,79,synthetic_reviews,SYN_009248,SYN0009248,Electronics_Item,"packaging, price, product_quality"
Product quality amazing hai aur delivery on time. Packaging kharab tha. #9248,4,positive,2025-10-10,Jaipur,Fashion,Myntra,hindi_english,77,synthetic_reviews,SYN_009249,SYN0009249,Fashion_Item,"delivery, packaging, product_quality"
"Customer service poor tha, issue solve nahi hua. Packaging sahi tha. #9249",1,negative,2025-10-10,Bangalore,Home & Kitchen,Swiggy,hindi_english,74,synthetic_reviews,SYN_009250,SYN0009250,Home & Kitchen_Item,"customer_service, packaging"
"Customer service poor tha, issue solve nahi hua. Customer care helpful tha. #9250",1,negative,2025-10-10,Delhi,Fashion,Zomato,hindi_english,81,synthetic_reviews,SYN_009251,SYN0009251,Fashion_Item,customer_service
Fantastic product! Quality great hai aur delivery fast hui. Price reasonable hai. #9251,5,positive,2025-10-10,Pune,Beauty,Amazon,hindi_english,87,synthetic_reviews,SYN_009252,SYN0009252,Beauty_Item,"delivery, price, product_quality"
"Build quality solid hai, performance bhi acchi. Support bilkul madad nahi kiya. #9252",4,positive,2025-10-10,Delhi,Home & Kitchen,Flipkart,hindi_english,85,synthetic_reviews,SYN_009253,SYN0009253,Home & Kitchen_Item,"customer_service, product_quality"
Product quality amazing hai aur delivery on time. Value for money achha hai. #9253,4,positive,2025-10-10,Delhi,Electronics,Zomato,hindi_english,82,synthetic_reviews,SYN_009254,SYN0009254,Electronics_Item,"delivery, price, product_quality"
Value for money bahut achha hai. Highly recommend. Support bilkul madad nahi kiya. #9254,4,positive,2025-10-10,Chennai,Fashion,Myntra,hindi_english,88,synthetic_reviews,SYN_009255,SYN0009255,Fashion_Item,"customer_service, price"
"Build quality solid hai, performance bhi acchi. Customer care helpful tha. #9255",5,positive,2025-10-10,Mumbai,Grocery,Flipkart,hindi_english,80,synthetic_reviews,SYN_009256,SYN0009256,Grocery_Item,product_quality
"Build quality solid hai, performance bhi acchi. Customer care helpful tha. #9256",5,positive,2025-10-10,Mumbai,Fashion,Flipkart,hindi_english,80,synthetic_reviews,SYN_009257,SYN0009257,Fashion_Item,product_quality
Product theek hai. Kuch special nahi. Value for money achha hai. #9257,3,neutral,2025-10-10,Pune,Home & Kitchen,Flipkart,hindi_english,70,synthetic_reviews,SYN_009258,SYN0009258,Home & Kitchen_Item,price
"Description misleading tha, value for money nahi. Customer care helpful tha. #9258",1,negative,2025-10-10,Kolkata,Beauty,Flipkart,hindi_english,82,synthetic_reviews,SYN_009259,SYN0009259,Beauty_Item,price
It functions as expected. No major complaints. Price reasonable hai. #9259,3,neutral,2025-10-10,Delhi,Beauty,Amazon,hindi_english,74,synthetic_reviews,SYN_009260,SYN0009260,Beauty_Item,price
It functions as expected. No major complaints. Delivery on time thi. #9260,3,neutral,2025-10-10,Chennai,Fashion,Zomato,hindi_english,74,synthetic_reviews,SYN_009261,SYN0009261,Fashion_Item,delivery
Average quality aur standard delivery time tha. Delivery on time thi. #9261,3,neutral,2025-10-10,Hyderabad,Books,Myntra,hindi_english,75,synthetic_reviews,SYN_009262,SYN0009262,Books_Item,"delivery, product_quality"
Packaging mast hai aur product perfect condition mein mila. Packaging kharab tha. #9262,5,positive,2025-10-10,Lucknow,Home & Kitchen,Nykaa,hindi_english,87,synthetic_reviews,SYN_009263,SYN0009263,Home & Kitchen_Item,packaging
"Description misleading tha, value for money nahi. Delivery late thi. #9263",1,negative,2025-10-10,Kolkata,Beauty,Nykaa,hindi_english,74,synthetic_reviews,SYN_009264,SYN0009264,Beauty_Item,"delivery, price"
Product theek hai. Kuch special nahi. Delivery on time thi. #9264,3,neutral,2025-10-10,Kolkata,Home & Kitchen,Flipkart,hindi_english,65,synthetic_reviews,SYN_009265,SYN0009265,Home & Kitchen_Item,delivery
Value for money bahut achha hai. Highly recommend. Packaging kharab tha. #9265,5,positive,2025-10-10,Bangalore,Sports,Myntra,hindi_english,78,synthetic_reviews,SYN_009266,SYN0009266,Sports_Item,"packaging, price"
"Build quality solid hai, performance bhi acchi. Packaging kharab tha. #9266",4,positive,2025-10-10,Hyderabad,Electronics,Nykaa,hindi_english,75,synthetic_reviews,SYN_009267,SYN0009267,Electronics_Item,"packaging, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Customer care helpful tha. #9267,2,negative,2025-10-10,Bangalore,Sports,Flipkart,hindi_english,84,synthetic_reviews,SYN_009268,SYN0009268,Sports_Item,"delivery, product_quality"
"Customer service poor tha, issue solve nahi hua. Packaging kharab tha. #9268",1,negative,2025-10-10,Bangalore,Books,Myntra,hindi_english,76,synthetic_reviews,SYN_009269,SYN0009269,Books_Item,"customer_service, packaging"
Packaging mast hai aur product perfect condition mein mila. Delivery late thi. #9269,5,positive,2025-10-10,Delhi,Books,Zomato,hindi_english,84,synthetic_reviews,SYN_009270,SYN0009270,Books_Item,"delivery, packaging"
Quality bahut kharab hai aur delivery bhi slow thi. Price reasonable hai. #9270,1,negative,2025-10-10,Mumbai,Sports,Swiggy,hindi_english,79,synthetic_reviews,SYN_009271,SYN0009271,Sports_Item,"delivery, price, product_quality"
"Description misleading tha, value for money nahi. Value for money achha hai. #9271",2,negative,2025-10-10,Mumbai,Books,Nykaa,hindi_english,82,synthetic_reviews,SYN_009272,SYN0009272,Books_Item,price
"Customer service poor tha, issue solve nahi hua. Support bilkul madad nahi kiya. #9272",1,negative,2025-10-10,Ahmedabad,Fashion,Zomato,hindi_english,86,synthetic_reviews,SYN_009273,SYN0009273,Fashion_Item,customer_service
"Description misleading tha, value for money nahi. Value for money achha hai. #9273",1,negative,2025-10-10,Ahmedabad,Books,Nykaa,hindi_english,82,synthetic_reviews,SYN_009274,SYN0009274,Books_Item,price
"Description misleading tha, value for money nahi. Price reasonable hai. #9274",2,negative,2025-10-10,Chennai,Grocery,Nykaa,hindi_english,77,synthetic_reviews,SYN_009275,SYN0009275,Grocery_Item,price
It functions as expected. No major complaints. Support bilkul madad nahi kiya. #9275,3,neutral,2025-10-10,Mumbai,Fashion,Amazon,hindi_english,84,synthetic_reviews,SYN_009276,SYN0009276,Fashion_Item,customer_service
Product quality amazing hai aur delivery on time. Price reasonable hai. #9276,4,positive,2025-10-10,Chennai,Grocery,Zomato,hindi_english,77,synthetic_reviews,SYN_009277,SYN0009277,Grocery_Item,"delivery, price, product_quality"
Product theek hai. Kuch special nahi. Support bilkul madad nahi kiya. #9277,3,neutral,2025-10-10,Lucknow,Home & Kitchen,Zomato,hindi_english,75,synthetic_reviews,SYN_009278,SYN0009278,Home & Kitchen_Item,customer_service
Packaging mast hai aur product perfect condition mein mila. Delivery late thi. #9278,4,positive,2025-10-10,Jaipur,Beauty,Swiggy,hindi_english,84,synthetic_reviews,SYN_009279,SYN0009279,Beauty_Item,"delivery, packaging"
Fantastic product! Quality great hai aur delivery fast hui. Price reasonable hai. #9279,4,positive,2025-10-10,Lucknow,Sports,Zomato,hindi_english,87,synthetic_reviews,SYN_009280,SYN0009280,Sports_Item,"delivery, price, product_quality"
Packaging mast hai aur product perfect condition mein mila. Support bilkul madad nahi kiya. #9280,5,positive,2025-10-10,Bangalore,Grocery,Amazon,hindi_english,97,synthetic_reviews,SYN_009281,SYN0009281,Grocery_Item,"customer_service, packaging"
Packaging damaged thi aur product broken mila. Value for money achha hai. #9281,1,negative,2025-10-10,Chennai,Grocery,Swiggy,hindi_english,79,synthetic_reviews,SYN_009282,SYN0009282,Grocery_Item,"packaging, price, product_quality"
Product quality amazing hai aur delivery on time. Customer care helpful tha. #9282,4,positive,2025-10-10,Jaipur,Electronics,Amazon,hindi_english,82,synthetic_reviews,SYN_009283,SYN0009283,Electronics_Item,"delivery, product_quality"
Packaging mast hai aur product perfect condition mein mila. Packaging kharab tha. #9283,4,positive,2025-10-10,Lucknow,Electronics,Nykaa,hindi_english,87,synthetic_reviews,SYN_009284,SYN0009284,Electronics_Item,packaging
Value for money bahut achha hai. Highly recommend. Packaging kharab tha. #9284,4,positive,2025-10-10,Bangalore,Grocery,Flipkart,hindi_english,78,synthetic_reviews,SYN_009285,SYN0009285,Grocery_Item,"packaging, price"
Packaging mast hai aur product perfect condition mein mila. Price reasonable hai. #9285,4,positive,2025-10-10,Pune,Electronics,Amazon,hindi_english,87,synthetic_reviews,SYN_009286,SYN0009286,Electronics_Item,"packaging, price"
Packaging damaged thi aur product broken mila. Delivery on time thi. #9286,2,negative,2025-10-10,Hyderabad,Electronics,Zomato,hindi_english,74,synthetic_reviews,SYN_009287,SYN0009287,Electronics_Item,"delivery, packaging, product_quality"
"Build quality solid hai, performance bhi acchi. Price reasonable hai. #9287",5,positive,2025-10-10,Lucknow,Beauty,Nykaa,hindi_english,75,synthetic_reviews,SYN_009288,SYN0009288,Beauty_Item,"price, product_quality"
Average quality aur standard delivery time tha. Value for money achha hai. #9288,3,neutral,2025-10-10,Ahmedabad,Books,Swiggy,hindi_english,80,synthetic_reviews,SYN_009289,SYN0009289,Books_Item,"delivery, price, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Delivery late thi. #9289,1,negative,2025-10-10,Delhi,Electronics,Amazon,hindi_english,76,synthetic_reviews,SYN_009290,SYN0009290,Electronics_Item,"delivery, product_quality"
"Description misleading tha, value for money nahi. Value for money achha hai. #9290",2,negative,2025-10-10,Lucknow,Fashion,Nykaa,hindi_english,82,synthetic_reviews,SYN_009291,SYN0009291,Fashion_Item,price
Packaging damaged thi aur product broken mila. Packaging sahi tha. #9291,1,negative,2025-10-10,Delhi,Electronics,Flipkart,hindi_english,72,synthetic_reviews,SYN_009292,SYN0009292,Electronics_Item,"packaging, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Price reasonable hai. #9292,1,negative,2025-10-10,Chennai,Home & Kitchen,Myntra,hindi_english,79,synthetic_reviews,SYN_009293,SYN0009293,Home & Kitchen_Item,"delivery, price, product_quality"
Packaging damaged thi aur product broken mila. Delivery on time thi. #9293,2,negative,2025-10-10,Pune,Books,Amazon,hindi_english,74,synthetic_reviews,SYN_009294,SYN0009294,Books_Item,"delivery, packaging, product_quality"
"Feature set badhiya hai, use karna easy. Value for money achha hai. #9294",4,positive,2025-10-10,Jaipur,Fashion,Flipkart,hindi_english,73,synthetic_reviews,SYN_009295,SYN0009295,Fashion_Item,"price, product_quality"
"Description misleading tha, value for money nahi. Support bilkul madad nahi kiya. #9295",1,negative,2025-10-10,Bangalore,Electronics,Nykaa,hindi_english,87,synthetic_reviews,SYN_009296,SYN0009296,Electronics_Item,"customer_service, price"
Fantastic product! Quality great hai aur delivery fast hui. Delivery on time thi. #9296,4,positive,2025-10-10,Lucknow,Fashion,Nykaa,hindi_english,87,synthetic_reviews,SYN_009297,SYN0009297,Fashion_Item,"delivery, product_quality"
"Customer service poor tha, issue solve nahi hua. Delivery on time thi. #9297",1,negative,2025-10-10,Lucknow,Beauty,Swiggy,hindi_english,76,synthetic_reviews,SYN_009298,SYN0009298,Beauty_Item,"customer_service, delivery"
Quality bahut kharab hai aur delivery bhi slow thi. Packaging kharab tha. #9298,1,negative,2025-10-10,Lucknow,Sports,Swiggy,hindi_english,79,synthetic_reviews,SYN_009299,SYN0009299,Sports_Item,"delivery, packaging, product_quality"
Product quality amazing hai aur delivery on time. Price reasonable hai. #9299,5,positive,2025-10-10,Lucknow,Home & Kitchen,Flipkart,hindi_english,77,synthetic_reviews,SYN_009300,SYN0009300,Home & Kitchen_Item,"delivery, price, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Support bilkul madad nahi kiya. #9300,1,negative,2025-10-10,Bangalore,Beauty,Amazon,hindi_english,89,synthetic_reviews,SYN_009301,SYN0009301,Beauty_Item,"customer_service, delivery, product_quality"
It functions as expected. No major complaints. Packaging kharab tha. #9301,3,neutral,2025-10-10,Kolkata,Books,Myntra,hindi_english,74,synthetic_reviews,SYN_009302,SYN0009302,Books_Item,packaging
Quality bahut kharab hai aur delivery bhi slow thi. Value for money achha hai. #9302,1,negative,2025-10-10,Delhi,Grocery,Zomato,hindi_english,84,synthetic_reviews,SYN_009303,SYN0009303,Grocery_Item,"delivery, price, product_quality"
"Build quality solid hai, performance bhi acchi. Price reasonable hai. #9303",4,positive,2025-10-10,Bangalore,Electronics,Myntra,hindi_english,75,synthetic_reviews,SYN_009304,SYN0009304,Electronics_Item,"price, product_quality"
"Feature set badhiya hai, use karna easy. Delivery on time thi. #9304",4,positive,2025-10-10,Lucknow,Grocery,Nykaa,hindi_english,68,synthetic_reviews,SYN_009305,SYN0009305,Grocery_Item,"delivery, product_quality"
"Description misleading tha, value for money nahi. Packaging kharab tha. #9305",1,negative,2025-10-10,Delhi,Beauty,Flipkart,hindi_english,77,synthetic_reviews,SYN_009306,SYN0009306,Beauty_Item,"packaging, price"
"Customer service poor tha, issue solve nahi hua. Price reasonable hai. #9306",1,negative,2025-10-10,Hyderabad,Electronics,Zomato,hindi_english,76,synthetic_reviews,SYN_009307,SYN0009307,Electronics_Item,"customer_service, price"
"Description misleading tha, value for money nahi. Packaging kharab tha. #9307",1,negative,2025-10-10,Mumbai,Home & Kitchen,Amazon,hindi_english,77,synthetic_reviews,SYN_009308,SYN0009308,Home & Kitchen_Item,"packaging, price"
"Description misleading tha, value for money nahi. Delivery on time thi. #9308",2,negative,2025-10-10,Delhi,Grocery,Flipkart,hindi_english,77,synthetic_reviews,SYN_009309,SYN0009309,Grocery_Item,"delivery, price"
"Build quality solid hai, performance bhi acchi. Support bilkul madad nahi kiya. #9309",4,positive,2025-10-10,Delhi,Grocery,Myntra,hindi_english,85,synthetic_reviews,SYN_009310,SYN0009310,Grocery_Item,"customer_service, product_quality"
Product theek hai. Kuch special nahi. Value for money achha hai. #9310,3,neutral,2025-10-10,Pune,Sports,Myntra,hindi_english,70,synthetic_reviews,SYN_009311,SYN0009311,Sports_Item,price
"Customer service poor tha, issue solve nahi hua. Delivery late thi. #9311",2,negative,2025-10-10,Hyderabad,Books,Nykaa,hindi_english,73,synthetic_reviews,SYN_009312,SYN0009312,Books_Item,"customer_service, delivery"
Quality bahut kharab hai aur delivery bhi slow thi. Packaging sahi tha. #9312,2,negative,2025-10-10,Ahmedabad,Sports,Zomato,hindi_english,77,synthetic_reviews,SYN_009313,SYN0009313,Sports_Item,"delivery, packaging, product_quality"
Product quality amazing hai aur delivery on time. Support bilkul madad nahi kiya. #9313,4,positive,2025-10-10,Hyderabad,Beauty,Amazon,hindi_english,87,synthetic_reviews,SYN_009314,SYN0009314,Beauty_Item,"customer_service, delivery, product_quality"
Product theek hai. Kuch special nahi. Delivery late thi. #9314,3,neutral,2025-10-10,Bangalore,Books,Nykaa,hindi_english,62,synthetic_reviews,SYN_009315,SYN0009315,Books_Item,delivery
"Description misleading tha, value for money nahi. Support bilkul madad nahi kiya. #9315",1,negative,2025-10-10,Bangalore,Books,Zomato,hindi_english,87,synthetic_reviews,SYN_009316,SYN0009316,Books_Item,"customer_service, price"
Quality bahut kharab hai aur delivery bhi slow thi. Delivery on time thi. #9316,1,negative,2025-10-10,Pune,Beauty,Myntra,hindi_english,79,synthetic_reviews,SYN_009317,SYN0009317,Beauty_Item,"delivery, product_quality"
It functions as expected. No major complaints. Price reasonable hai. #9317,3,neutral,2025-10-10,Jaipur,Books,Nykaa,hindi_english,74,synthetic_reviews,SYN_009318,SYN0009318,Books_Item,price
Quality bahut kharab hai aur delivery bhi slow thi. Support bilkul madad nahi kiya. #9318,2,negative,2025-10-10,Bangalore,Sports,Myntra,hindi_english,89,synthetic_reviews,SYN_009319,SYN0009319,Sports_Item,"customer_service, delivery, product_quality"
Fantastic product! Quality great hai aur delivery fast hui. Support bilkul madad nahi kiya. #9319,4,positive,2025-10-10,Lucknow,Home & Kitchen,Flipkart,hindi_english,97,synthetic_reviews,SYN_009320,SYN0009320,Home & Kitchen_Item,"customer_service, delivery, product_quality"
Product quality amazing hai aur delivery on time. Packaging kharab tha. #9320,5,positive,2025-10-10,Kolkata,Fashion,Amazon,hindi_english,77,synthetic_reviews,SYN_009321,SYN0009321,Fashion_Item,"delivery, packaging, product_quality"
Product theek hai. Kuch special nahi. Price reasonable hai. #9321,3,neutral,2025-10-10,Hyderabad,Fashion,Amazon,hindi_english,65,synthetic_reviews,SYN_009322,SYN0009322,Fashion_Item,price
Average quality aur standard delivery time tha. Packaging sahi tha. #9322,3,neutral,2025-10-10,Ahmedabad,Home & Kitchen,Nykaa,hindi_english,73,synthetic_reviews,SYN_009323,SYN0009323,Home & Kitchen_Item,"delivery, packaging, product_quality"
Product quality amazing hai aur delivery on time. Delivery on time thi. #9323,4,positive,2025-10-10,Kolkata,Sports,Swiggy,hindi_english,77,synthetic_reviews,SYN_009324,SYN0009324,Sports_Item,"delivery, product_quality"
Fantastic product! Quality great hai aur delivery fast hui. Packaging sahi tha. #9324,5,positive,2025-10-10,Kolkata,Beauty,Zomato,hindi_english,85,synthetic_reviews,SYN_009325,SYN0009325,Beauty_Item,"delivery, packaging, product_quality"
Product quality amazing hai aur delivery on time. Packaging sahi tha. #9325,5,positive,2025-10-10,Kolkata,Electronics,Amazon,hindi_english,75,synthetic_reviews,SYN_009326,SYN0009326,Electronics_Item,"delivery, packaging, product_quality"
Packaging damaged thi aur product broken mila. Delivery late thi. #9326,1,negative,2025-10-10,Bangalore,Books,Nykaa,hindi_english,71,synthetic_reviews,SYN_009327,SYN0009327,Books_Item,"delivery, packaging, product_quality"
Value for money bahut achha hai. Highly recommend. Value for money achha hai. #9327,5,positive,2025-10-10,Jaipur,Beauty,Myntra,hindi_english,83,synthetic_reviews,SYN_009328,SYN0009328,Beauty_Item,price
"Build quality solid hai, performance bhi acchi. Delivery late thi. #9328",5,positive,2025-10-10,Delhi,Home & Kitchen,Amazon,hindi_english,72,synthetic_reviews,SYN_009329,SYN0009329,Home & Kitchen_Item,"delivery, product_quality"
Quality bahut kharab hai aur delivery bhi slow thi. Packaging kharab tha. #9329,2,negative,2025-10-10,Ahmedabad,Electronics,Myntra,hindi_english,79,synthetic_reviews,SYN_009330,SYN0009330,Electronics_Item,"delivery, packaging, product_quality"
It functions as expected. No major complaints. Packaging sahi tha. #9330,3,neutral,2025-10-10,Chennai,Electronics,Nykaa,hindi_english,72,synthetic_reviews,SYN_009331,SYN0009331,Electronics_Item,packaging
Fantastic product! Quality great hai aur delivery fast hui. Delivery on time thi. #9331,5,positive,2025-10-10,Mumbai,Sports,Nykaa,hindi_english,87,synthetic_reviews,SYN_009332,SYN0009332,Sports_Item,"delivery, product_quality"
"Jaisa describe kiya tha, waisa hi mila. Price reasonable hai. #9332",3,neutral,2025-10-10,Bangalore,Sports,Amazon,hindi_english,67,synthetic_reviews,SYN_009333,SYN0009333,Sports_Item,price
Value for money bahut achha hai. Highly recommend. Customer care helpful tha. #9333,4,positive,2025-10-10,Delhi,Fashion,Amazon,hindi_english,83,synthetic_reviews,SYN_009334,SYN0009334,Fashion_Item,price
"Jaisa describe kiya tha, waisa hi mila. Customer care helpful tha. #9334",3,neutral,2025-10-10,Mumbai,Fashion,Myntra,hindi_english,72,synthetic_reviews,SYN_009335,SYN0009335,Fashion_Item,general
"Build quality solid hai, performance bhi acchi. Support bilkul madad nahi kiya. #9335",5,positive,2025-10-10,Pune,Beauty,Amazon,hindi_english,85,synthetic_reviews,SYN_009336,SYN0009336,Beauty_Item,"customer_service, product_quality"
Average quality aur standard delivery time tha. Delivery on time thi. #9336,3,neutral,2025-10-10,Kolkata,Home & Kitchen,Nykaa,hindi_english,75,synthetic_reviews,SYN_009337,SYN0009337,Home & Kitchen_Item,"delivery, product_quality"
"Description misleading tha, value for money nahi. Packaging kharab tha. #9337",1,negative,2025-10-10,Kolkata,Grocery,Flipkart,hindi_english,77,synthetic_reviews,SYN_009338,SYN0009338,Grocery_Item,"packaging, price"
Fantastic product! Quality great hai aur delivery fast hui. Support bilkul madad nahi kiya. #9338,4,positive,2025-10-10,Chennai,Sports,Myntra,hindi_english,97,synthetic_reviews,SYN_009339,SYN0009339,Sports_Item,"customer_service, delivery, product_quality"
Fantastic product! Quality great hai aur delivery fast hui. Customer care helpful tha. #9339,4,positive,2025-10-10,Lucknow,Electronics,Zomato,hindi_english,92,synthetic_reviews,SYN_009340,SYN0009340,Electronics_Item,"delivery, product_quality"
Value for money bahut achha hai. Highly recommend. Value for money achha hai. #9340,5,positive,2025-10-10,Pune,Beauty,Amazon,hindi_english,83,synthetic_reviews,SYN_009341,SYN0009341,Beauty_Item,price
Average quality aur standard delivery time tha. Packaging kharab tha. #9341,3,neutral,2025-10-10,Jaipur,Fashion,Swiggy,hindi_english,75,synthetic_reviews,SYN_009342,SYN0009342,Fashion_Item,"delivery, packaging, product_quality"
"Build quality solid hai, performance bhi acchi. Value for money achha hai. #9342",4,positive,2025-10-10,Hyderabad,Beauty,Zomato,hindi_english,80,synthetic_reviews,SYN_009343,SYN0009343,Beauty_Item,"price, product_quality"
"Customer service poor tha, issue solve nahi hua. Price reasonable hai. #9343",2,negative,2025-10-10,Lucknow,Beauty,Myntra,hindi_english,76,synthetic_reviews,SYN_009344,SYN0009344,Beauty_Item,"customer_service, price"
Quality bahut kharab hai aur delivery bhi slow thi. Delivery on time thi. #9344,1,negative,2025-10-10,Lucknow,Books,Nykaa,hindi_english,79,synthetic_reviews,SYN_009345,SYN0009345,Books_Item,"delivery, product_quality"
Value for money bahut achha hai. Highly recommend. Delivery late thi. #9345,4,positive,2025-10-10,Delhi,Electronics,Nykaa,hindi_english,75,synthetic_reviews,SYN_009346,SYN0009346,Electronics_Item,"delivery, price"
"Customer service poor tha, issue solve nahi hua. Packaging kharab tha. #9346",2,negative,2025-10-10,Kolkata,Electronics,Nykaa,hindi_english,76,synthetic_reviews,SYN_009347,SYN0009347,Electronics_Item,"customer_service, packaging"
