review_text,sentiment,review_id
"Mixer Grinder ka performance below average hai, price mehenga tha. Return replace helpful tha. Must try.",negative,REV_007809
"Jaipur me Swiggy ka order diya Margherita Pizza. Quantity kam thi, thik temperature. Overall theek hai.",negative,REV_011660
this medium sized 3 in 1 microwave was the perfect purchase for me easy to use and clean ideal for small family with multifunctions got this in a very nice deal for the price of solo microwave ifb service is good too as the technician came the same day i got the delivery thanks to flipkart for providing this awesome deal,positive,ENG_035325
"Flipkart se LED Bulb Pack liya, quality badhiya. Delivery late thi, packaging sahi thi. Phir bhi recommend karunga.",negative,REV_008397
"Synthetic Restaurant se Vada Pav order kiya via Zomato. Portion kaafi tha, garam aaya. Value for money.",neutral,REV_003342
lakme kajal is my fvrt kajal its vry pigmented with single stroke,positive,ENG_011274
"Chennai me Swiggy ka order diya Paneer Tikka. Quantity sahi thi, garam aaya. Value for money.",neutral,REV_007051
"Anarkali Dress ki stitching flimsy hai, color as shown. Exchange return theek tha. Overall theek hai.",positive,REV_006697
very very nice very necessary for students and also you use it for the householdgreat deal,positive,ENG_030662
"Synthetic Nykaa se Hair Oil liya, skin pe feel thoda sticky hai. Packaging leak-proof thi. Delivery late thi. Phir bhi recommend karunga.",neutral,REV_005662
"Synthetic Running Shoes ki stitching solid hai, color as shown. Exchange return slow tha. Must try.",negative,REV_008909
"Synthetic Delhi me Swiggy ka order diya Veg Thali. Quantity kaafi thi, thik temperature. Phir bhi recommend karunga.",negative,REV_010641
"Synthetic Zomato pe Veg Pulao mangwaya, spicy. Delivery on time thi thi, packaging leak-proof thi. Phir bhi recommend karunga.",neutral,REV_008512
"Mixer Grinder ka performance below average tha, price zyada tha. Warranty return theek tha. Value for money.",neutral,REV_001404
i loved the new tv superb and fully satisfied nd service experience is amazing,positive,ENG_020607
product is sturdy and stylish occupy minimum space my 8 year old son loves it,positive,ENG_036338
"Denim Jeans ki stitching average hai, color as shown. Exchange return helpful tha. Overall theek hai.",negative,REV_003217
"Zomato pe Hakka Noodles mangwaya, fresh. Delivery late thi thi, packaging theek thi. Phir bhi recommend karunga.",positive,REV_005645
its not that powerfull to stand straightand as shown in the picture its not that long to round it up and and make a position well it can be verticaly placed as though it wont fall in my opinion never think of the poses shown can be done by that in real well it may can be if your phone is very slim and weight less,positive,ENG_016639
"Hyderabad me Swiggy ka order diya Gulab Jamun. Quantity sahi thi, garam aaya. Nahi lena chahiye tha.",positive,REV_011235
Cheeseburger fresh tha aur Swiggy delivery on time thi thi. Price zyada tha. Overall theek hai.,neutral,REV_000147
"Pressure Cooker ka performance below average hai, price affordable. Return replace theek tha. Value for money.",neutral,REV_007031
"Bluetooth Speaker ka performance theek hai, price reasonable. Return replace slow tha. Phir bhi recommend karunga.",neutral,REV_003984
product quality is good size and fit is as expected product is exactly as shown in image go for it,positive,ENG_012914
"Myntra se Hoodie liya, size thoda tight tha aur fabric rough. Delivery bahut fast thi. Value for money.",negative,REV_001321
"Synthetic Shampoo ka result decent mila, fragrance pleasant. Price affordable. Phir bhi recommend karunga.",neutral,REV_006493
"Synthetic Myntra se Running Shoes liya, size perfect tha aur fabric soft. Delivery bahut fast thi. Disappointed ho gaya.",negative,REV_007879
"Restaurant se Veg Pulao order kiya via Zomato. Portion kam tha, garam aaya. Phir bhi recommend karunga.",negative,REV_010247
"Synthetic Hair Dryer ka performance below average hai, price reasonable. Return replace theek tha. Value for money.",neutral,REV_006621
"Synthetic Swiggy se Cheeseburger order kiya, taste bland tha, delivery bahut fast thi. Packaging leak-proof thi. Must try.",negative,REV_004311
"Pressure Cooker ka performance mast hai, price reasonable. Return replace helpful tha. Disappointed ho gaya.",negative,REV_000268
"Bluetooth Speaker ka performance below average hai, price mehenga tha. Return replace theek tha. Value for money.",neutral,REV_011749
"Shampoo ka result decent mila, fragrance strong. Price mehenga tha. Must try.",negative,REV_003301
according to the prize quality is too much better you can afford this specially blue one,positive,ENG_012100
"Flipkart se Mixer Grinder liya, quality solid. Delivery bahut fast thi, packaging sahi thi. Must try.",neutral,REV_005890
"Mixer Grinder ka performance theek tha, price affordable. Warranty return theek tha. Phir bhi recommend karunga.",positive,REV_002237
"Flipkart se Powerbank liya, quality badhiya. Delivery late thi, packaging sahi thi. Value for money.",negative,REV_001041
"Ahmedabad me Swiggy ka order diya Veg Thali. Quantity kaafi thi, thanda pohoch gaya. Phir bhi recommend karunga.",negative,REV_011606
"Running Shoes ki stitching average hai, color as shown. Exchange return helpful tha. Must try.",neutral,REV_009441
"Zomato pe Tandoori Roti mangwaya, fresh. Delivery bahut fast thi thi, packaging theek thi. Value for money.",negative,REV_006217
"Myntra se Track Pants liya, size loose tha aur fabric rough. Delivery on time thi. Phir bhi recommend karunga.",neutral,REV_011970
"Nykaa se Shampoo liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery on time thi. Phir bhi recommend karunga.",negative,REV_009120
"Moisturizer ka result decent mila, fragrance none. Price affordable. Overall theek hai.",negative,REV_002838
"Synthetic Myntra se Sneakers liya, size loose tha aur fabric rough. Delivery late thi. Must try.",neutral,REV_004925
"Zomato pe Paneer Tikka mangwaya, bahut achha. Delivery late thi thi, packaging leak-proof thi. Must try.",negative,REV_006039
"Synthetic Price affordable tha, Track Pants overall okay okay. Disappointed ho gaya.",neutral,REV_004563
"Synthetic Flipkart se Mixer Grinder liya, quality flimsy. Delivery bahut fast thi, packaging theek thi. Nahi lena chahiye tha.",neutral,REV_010250
"Synthetic Zomato pe Veg Pulao mangwaya, theek thaak. Delivery bahut fast thi thi, packaging theek thi. Overall theek hai.",neutral,REV_009177
"Kajal ka result visible mila, fragrance strong. Price affordable. Disappointed ho gaya.",neutral,REV_007834
"Synthetic Price zyada tha tha, Sneakers overall paisa wasool. Value for money.",negative,REV_002538
product is nicesound quality is also very good and easy to carry somewhere,positive,ENG_002440
"Sneakers ki stitching badhiya hai, color as shown. Exchange return slow tha. Phir bhi recommend karunga.",neutral,REV_011013
"Mixer Grinder ka performance below average hai, price reasonable. Return replace theek tha. Disappointed ho gaya.",negative,REV_009891
"Swiggy se Chicken Biryani order kiya, taste theek thaak tha, delivery bahut fast thi. Packaging theek thi. Disappointed ho gaya.",neutral,REV_007366
amazing and fast delivery thanks to flipkart for this worthy product the delivery guy was very helpful,positive,ENG_035502
this is not pure sine wave inverter my mi tv rebooting after power cut,positive,ENG_032144
Everytime I used to search baby soap when one going to finish.this time I heard about mamaearth baby soap.lets try but it's been a week i am using it for my daughter.now I think my search now going to be ended.it is very mild which is good for baby skin,positive,ENG_000175
"Sunscreen SPF50 ka result visible mila, fragrance pleasant. Price zyada tha. Nahi lena chahiye tha.",positive,REV_007845
"Swiggy se Rajma Chawal order kiya, taste bland tha, delivery late thi. Packaging sahi thi. Overall theek hai.",negative,REV_003442
"Synthetic Zomato pe Veg Pulao mangwaya, theek thaak. Delivery late thi thi, packaging kharab thi. Nahi lena chahiye tha.",neutral,REV_011735
"Synthetic Zomato pe Samosa mangwaya, spicy. Delivery bahut fast thi thi, packaging sahi thi. Nahi lena chahiye tha.",neutral,REV_001910
"Price reasonable tha, Formal Shirt overall disappointing. Nahi lena chahiye tha.",negative,REV_002630
"Ahmedabad me Swiggy ka order diya Rajma Chawal. Quantity kaafi thi, thanda pohoch gaya. Phir bhi recommend karunga.",positive,REV_009466
"Synthetic Pune me Swiggy ka order diya Idli Sambar. Quantity kaafi thi, thik temperature. Nahi lena chahiye tha.",neutral,REV_012313
definitely a good mid ranger with gaming performancebuilt plastic but sturdy built good ventilation it doesnt heat near keyboard and touchpad thin for a gaming laptop doesnt look much premium mac user here opinion might me biasedperformance does play most current aaa titles with minimal gitternote the gpu is set to use 40w max i might overclock it later also another 8gb dual channel ram would be greatscreen fast screen with 144hz refresh rate good for gamingdont,positive,ENG_013508
"Synthetic Moisturizer ka result average mila, fragrance mild. Price affordable. Value for money.",neutral,REV_001203
material is very thin very much prone to dents apart from tat it works all good,positive,ENG_005037
awesome soundbass effect superbbut more treble soundoverall good product in small budget,positive,ENG_022907
"Pune me Swiggy ka order diya Paneer Tikka. Quantity kaafi thi, thanda pohoch gaya. Disappointed ho gaya.",negative,REV_001498
the product is very good and beautiful i like it very much u should buy it its nice for home decoration,positive,ENG_031124
very nice product surfing through mobile network no broadband needed only installation was little hard,positive,ENG_024296
"Amazon pe Bluetooth Speaker purchase kiya, build badhiya hai. Packaging theek thi, delivery on time thi. Phir bhi recommend karunga.",negative,REV_012104
Gulab Jamun fresh tha aur Swiggy delivery bahut fast thi thi. Price mehenga tha. Nahi lena chahiye tha.,negative,REV_004764
"Synthetic Electric Kettle ka performance mast hai, price reasonable. Return replace theek tha. Overall theek hai.",neutral,REV_005510
"Amazon pe Bluetooth Speaker purchase kiya, build flimsy hai. Packaging leak-proof thi, delivery on time thi. Disappointed ho gaya.",neutral,REV_004279
Samosa ka flavour rich tha. Zomato delivery on time thi. Overall theek hai.,neutral,REV_005077
"Synthetic Flipkart se Trimmer liya, quality flimsy. Delivery late thi, packaging leak-proof thi. Value for money.",neutral,REV_000153
"Desk Lamp ka performance mast hai, price affordable. Return replace helpful tha. Value for money.",negative,REV_003034
"Synthetic Zomato pe Vada Pav mangwaya, bahut achha. Delivery bahut fast thi thi, packaging kharab thi. Value for money.",neutral,REV_010702
it cannot returned it can be replaced with same product only heat level is very high sound also high,positive,ENG_025193
"Electric Kettle ka performance mast hai, price affordable. Return replace theek tha. Nahi lena chahiye tha.",negative,REV_004675
"Synthetic Swiggy se Masala Dosa order kiya, taste bland tha, delivery bahut fast thi. Packaging theek thi. Nahi lena chahiye tha.",neutral,REV_008361
"Price mehenga tha tha, Running Shoes overall paisa wasool. Nahi lena chahiye tha.",negative,REV_007548
Samosa ka flavour rich tha. Zomato delivery late thi. Phir bhi recommend karunga.,negative,REV_006665
"Synthetic Face Serum ka result decent mila, fragrance mild. Price zyada tha. Disappointed ho gaya.",negative,REV_012100
comfortable and nice quality more to describe that it is official to wear and look was awesome,positive,ENG_010109
"Moisturizer ka result decent mila, fragrance mild. Price reasonable. Phir bhi recommend karunga.",neutral,REV_007578
"Synthetic Price zyada tha tha, Cotton T-Shirt overall paisa wasool. Disappointed ho gaya.",neutral,REV_011348
its really good amazing all in one inentry level dslr i will say just go for it,positive,ENG_002748
camera is not so good battery drains too early except battery and camera everything is awesome,positive,ENG_023218
"Mixer Grinder ka performance mast hai, price reasonable. Return replace theek tha. Disappointed ho gaya.",negative,REV_012847
"Nykaa se Face Serum liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery on time thi. Nahi lena chahiye tha.",positive,REV_001314
"Synthetic Zomato pe Hakka Noodles mangwaya, bahut achha. Delivery bahut fast thi thi, packaging kharab thi. Overall theek hai.",neutral,REV_002559
"Face Wash ka result decent mila, fragrance mild. Price reasonable. Nahi lena chahiye tha.",neutral,REV_007045
"Installation difficult tha, overall great value. Nahi lena chahiye tha.",negative,REV_000902
"Amazon pe Powerbank purchase kiya, build badhiya hai. Packaging sahi thi, delivery late thi. Must try.",positive,REV_008375
"Flipkart se Hair Dryer liya, quality solid. Delivery late thi, packaging leak-proof thi. Disappointed ho gaya.",neutral,REV_007074
i received one time defective product its adaptor is not working and second time on off on off problem in set top box please properly check your set top box before dispatching,positive,ENG_024392
"Amazon pe Electric Kettle purchase kiya, build solid hai. Packaging sahi thi, delivery on time thi. Overall theek hai.",positive,REV_008350
"Price affordable tha, Anarkali Dress overall okay okay. Overall theek hai.",positive,REV_001177
Synthetic Butter Chicken ka flavour light tha. Zomato delivery bahut fast thi. Value for money.,neutral,REV_003904
"Mixer Grinder ka performance theek tha, price affordable. Warranty return slow tha. Overall theek hai.",positive,REV_006521
"Synthetic Electric Kettle ka performance mast hai, price mehenga tha. Return replace helpful tha. Value for money.",neutral,REV_011536
"Synthetic Zomato pe Chole Bhature mangwaya, fresh. Delivery on time thi thi, packaging sahi thi. Must try.",negative,REV_010071
"Kurta Set ki stitching average hai, color thoda fade. Exchange return helpful tha. Must try.",neutral,REV_001450
"Lucknow me Swiggy ka order diya Gulab Jamun. Quantity kaafi thi, thik temperature. Phir bhi recommend karunga.",neutral,REV_010840
product making lot of noise vibration and too much heating issues tried returning it but return period over as i was hospitalized please return it,positive,ENG_025175
"Electric Kettle ka performance excellent tha, price reasonable. Warranty return helpful tha. Phir bhi recommend karunga.",negative,REV_008199
"Synthetic Flipkart se Steam Iron liya, quality average. Delivery late thi, packaging leak-proof thi. Value for money.",negative,REV_006415
"Hair Oil ka result visible mila, fragrance strong. Price affordable. Disappointed ho gaya.",negative,REV_010964
"Mixer Grinder ka performance excellent tha, price zyada tha. Warranty return theek tha. Disappointed ho gaya.",neutral,REV_006120
"Pressure Cooker ka performance excellent tha, price mehenga tha. Warranty return slow tha. Disappointed ho gaya.",neutral,REV_004075
"Face Serum ka result visible mila, fragrance pleasant. Price zyada tha. Must try.",negative,REV_001008
price worth im using since from long time i love the product,positive,ENG_011177
"Lucknow me Swiggy ka order diya Gulab Jamun. Quantity sahi thi, garam aaya. Must try.",positive,REV_008614
"Myntra se Denim Jeans liya, size loose tha aur fabric rough. Delivery on time thi. Overall theek hai.",neutral,REV_007850
Chicken Biryani fresh tha aur Swiggy delivery on time thi thi. Price reasonable. Overall theek hai.,negative,REV_009549
"Powerbank ka performance theek hai, price zyada tha. Return replace theek tha. Nahi lena chahiye tha.",neutral,REV_004435
"Zomato pe Paneer Tikka mangwaya, theek thaak. Delivery bahut fast thi thi, packaging leak-proof thi. Disappointed ho gaya.",positive,REV_010219
"Synthetic Matte Lipstick ka result decent mila, fragrance pleasant. Price zyada tha. Must try.",negative,REV_004765
"Synthetic Flipkart se Pressure Cooker liya, quality badhiya. Delivery late thi, packaging theek thi. Value for money.",negative,REV_011067
"Flipkart se Mixer Grinder liya, quality flimsy. Delivery late thi, packaging sahi thi. Overall theek hai.",negative,REV_006633
"Anarkali Dress ki stitching average hai, color vibrant. Exchange return slow tha. Must try.",negative,REV_000884
"Nykaa se Matte Lipstick liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery bahut fast thi. Disappointed ho gaya.",positive,REV_001985
"Synthetic Price reasonable tha, Sneakers overall disappointing. Phir bhi recommend karunga.",neutral,REV_002817
"Synthetic Swiggy se Gulab Jamun order kiya, taste fresh tha, delivery late thi. Packaging theek thi. Value for money.",neutral,REV_007830
"Myntra se Kurta Set liya, size loose tha aur fabric lightweight. Delivery bahut fast thi. Disappointed ho gaya.",neutral,REV_011177
"Zomato pe Hakka Noodles mangwaya, spicy. Delivery on time thi thi, packaging kharab thi. Nahi lena chahiye tha.",negative,REV_009410
"Amazon pe Desk Lamp purchase kiya, build badhiya hai. Packaging leak-proof thi, delivery late thi. Overall theek hai.",neutral,REV_006102
Chole Bhature ka flavour overpowering tha. Zomato delivery bahut fast thi. Nahi lena chahiye tha.,neutral,REV_002025
"Synthetic Delhi me Swiggy ka order diya Veg Thali. Quantity kam thi, garam aaya. Disappointed ho gaya.",neutral,REV_012181
"Synthetic Hair Oil ka result average mila, fragrance mild. Price affordable. Phir bhi recommend karunga.",neutral,REV_001258
"Synthetic Flipkart se LED Bulb Pack liya, quality badhiya. Delivery on time thi, packaging kharab thi. Nahi lena chahiye tha.",neutral,REV_004593
"Flipkart se LED Bulb Pack liya, quality flimsy. Delivery on time thi, packaging sahi thi. Nahi lena chahiye tha.",positive,REV_010881
"Design modern hai, use karne me easy. Disappointed ho gaya.",negative,REV_000200
"Restaurant se Chicken Shawarma order kiya via Zomato. Portion sahi tha, thik temperature. Value for money.",neutral,REV_004837
"Synthetic Amazon pe Pressure Cooker purchase kiya, build solid hai. Packaging theek thi, delivery late thi. Overall theek hai.",negative,REV_009257
the product is more or less good firstly i have received a damaged product with a broken plate now im satisfied after replacement,positive,ENG_036946
"LED Bulb Pack ka performance excellent tha, price mehenga tha. Warranty return slow tha. Nahi lena chahiye tha.",negative,REV_009158
"Shampoo ka result decent mila, fragrance strong. Price affordable. Must try.",negative,REV_006854
"Nykaa se Matte Lipstick liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery bahut fast thi. Must try.",positive,REV_011258
"Amazon pe Powerbank purchase kiya, build flimsy hai. Packaging theek thi, delivery bahut fast thi. Nahi lena chahiye tha.",positive,REV_008008
recently purchased the d link productthe flipkart delivered the product without any problem but the range of the dlink is not wide range,positive,ENG_019187
"Amul is a very old and trusted brand. I typically purchase Mother Dairy Amul Ghee - depending upon which one is at a better price per kg or on offer As usual, good quality ghee. No issues at all. Amazon does good delivery in Mumbai, be it Prime Now or Pantry. So no complaints.Go for it - won't be disappointed.",positive,ENG_000615
"Myntra se Sneakers liya, size thoda tight tha aur fabric lightweight. Delivery on time thi. Phir bhi recommend karunga.",negative,REV_004378
"Pune me Swiggy ka order diya Margherita Pizza. Quantity kam thi, garam aaya. Value for money.",negative,REV_011565
"Matte Lipstick ka result visible mila, fragrance strong. Price affordable. Overall theek hai.",neutral,REV_010371
"Powerbank ka performance mast tha, price reasonable. Warranty return helpful tha. Disappointed ho gaya.",neutral,REV_005879
"Flipkart se Powerbank liya, quality flimsy. Delivery late thi, packaging sahi thi. Overall theek hai.",negative,REV_001237
"Anarkali Dress ki stitching flimsy hai, color as shown. Exchange return helpful tha. Must try.",neutral,REV_000510
Chicken Biryani fresh tha aur Swiggy delivery on time thi thi. Price zyada tha. Must try.,neutral,REV_003676
"Delhi me Swiggy ka order diya Idli Sambar. Quantity kaafi thi, thanda pohoch gaya. Overall theek hai.",negative,REV_012140
i totally loved it perfect for lighting decorationsit is so bright,positive,ENG_031669
"Amazon pe Trimmer purchase kiya, build badhiya hai. Packaging kharab thi, delivery late thi. Nahi lena chahiye tha.",negative,REV_011240
"Price affordable tha, Cotton T-Shirt overall okay okay. Disappointed ho gaya.",negative,REV_001363
suddenly the laptop hangs and it makes some buzzing noise forced to restart in 2 weeks time it has happened multiple times,positive,ENG_014750
some seeds are not germinated iam waiting for one month not fully satisfied aero company seeds are better germination rate,positive,ENG_033770
"Synthetic Amazon pe Powerbank purchase kiya, build flimsy hai. Packaging kharab thi, delivery late thi. Phir bhi recommend karunga.",neutral,REV_006793
"Synthetic Conditioner ka result decent mila, fragrance mild. Price reasonable. Disappointed ho gaya.",negative,REV_001100
"Flipkart se Trimmer liya, quality flimsy. Delivery late thi, packaging leak-proof thi. Must try.",neutral,REV_008071
"Amazon pe Mixer Grinder purchase kiya, build flimsy hai. Packaging sahi thi, delivery bahut fast thi. Disappointed ho gaya.",neutral,REV_012268
Margherita Pizza fresh tha aur Swiggy delivery late thi thi. Price affordable. Overall theek hai.,negative,REV_012361
its very useful the brand is good work is also good thanks to flipkart,positive,ENG_005516
super normal cooling not bad it doesnt matter you can buy it,positive,ENG_000407
"Synthetic Zomato pe Vada Pav mangwaya, average. Delivery on time thi thi, packaging kharab thi. Value for money.",neutral,REV_003300
the product delivery was good got exactly what was described really good machine and easy to use as well very good for beginners the accessories are found in the removable tray its a bit confusing at the start but youtube helped a lot once i got the hang of it it was a really good handy piece of machinery,positive,ENG_019781
"Amazon pe LED Bulb Pack purchase kiya, build solid hai. Packaging theek thi, delivery late thi. Phir bhi recommend karunga.",negative,REV_007029
"Swiggy se Cheeseburger order kiya, taste bahut achha tha, delivery late thi. Packaging sahi thi. Phir bhi recommend karunga.",positive,REV_005848
"Bangalore me Swiggy ka order diya Chicken Biryani. Quantity kam thi, thik temperature. Phir bhi recommend karunga.",neutral,REV_011287
"Synthetic Anarkali Dress ki stitching flimsy hai, color vibrant. Exchange return slow tha. Phir bhi recommend karunga.",neutral,REV_009950
brought it for my mother she is happy with this deal value for money review edited after 2 weeks not even grinding 400 gm of rice heated up and stopped functioning,positive,ENG_015885
"Moisturizer ka result decent mila, fragrance strong. Price mehenga tha. Must try.",negative,REV_000676
"Zomato pe Paneer Tikka mangwaya, fresh. Delivery bahut fast thi thi, packaging theek thi. Phir bhi recommend karunga.",negative,REV_012943
Paneer Tikka ka flavour balanced tha. Zomato delivery late thi. Nahi lena chahiye tha.,negative,REV_010385
"Synthetic Swiggy se Gulab Jamun order kiya, taste bahut achha tha, delivery late thi. Packaging leak-proof thi. Value for money.",neutral,REV_004518
"Nykaa se Matte Lipstick liya, skin pe feel lightweight hai. Packaging sahi thi. Delivery bahut fast thi. Phir bhi recommend karunga.",positive,REV_002033
"Synthetic Powerbank ka performance theek hai, price affordable. Return replace slow tha. Disappointed ho gaya.",neutral,REV_010606
"Swiggy se Veg Thali order kiya, taste fresh tha, delivery on time thi. Packaging sahi thi. Overall theek hai.",neutral,REV_008914
"Zomato pe Paneer Tikka mangwaya, bland. Delivery late thi thi, packaging sahi thi. Overall theek hai.",negative,REV_005428
"Mumbai me Swiggy ka order diya Cheeseburger. Quantity kam thi, garam aaya. Phir bhi recommend karunga.",negative,REV_006517
"Myntra se Sneakers liya, size perfect tha aur fabric soft. Delivery bahut fast thi. Disappointed ho gaya.",positive,REV_010507
"Synthetic Flipkart se Hair Dryer liya, quality solid. Delivery late thi, packaging theek thi. Disappointed ho gaya.",neutral,REV_010867
"Amazon pe Powerbank purchase kiya, build solid hai. Packaging kharab thi, delivery on time thi. Phir bhi recommend karunga.",negative,REV_004870
"Amazon pe Hair Dryer purchase kiya, build flimsy hai. Packaging kharab thi, delivery late thi. Phir bhi recommend karunga.",positive,REV_008765
"Flipkart se Mixer Grinder liya, quality solid. Delivery on time thi, packaging sahi thi. Overall theek hai.",positive,REV_006687
"Swiggy se Masala Dosa order kiya, taste average tha, delivery late thi. Packaging sahi thi. Phir bhi recommend karunga.",negative,REV_010080
"Swiggy se Veg Thali order kiya, taste fresh tha, delivery late thi. Packaging kharab thi. Nahi lena chahiye tha.",negative,REV_011127
"Zomato pe Vada Pav mangwaya, fresh. Delivery on time thi thi, packaging kharab thi. Value for money.",neutral,REV_002742
"Swiggy se Chicken Biryani order kiya, taste average tha, delivery late thi. Packaging leak-proof thi. Overall theek hai.",negative,REV_008245
"Hair Dryer ka performance below average tha, price reasonable. Warranty return slow tha. Overall theek hai.",negative,REV_005822
"Cotton T-Shirt ki stitching average hai, color vibrant. Exchange return slow tha. Nahi lena chahiye tha.",negative,REV_004421
Veg Pulao ka flavour overpowering tha. Zomato delivery on time thi. Nahi lena chahiye tha.,positive,REV_004549
"Nykaa se Face Serum liya, skin pe feel thoda sticky hai. Packaging kharab thi. Delivery on time thi. Value for money.",neutral,REV_011272
"Kajal ka result visible mila, fragrance pleasant. Price mehenga tha. Disappointed ho gaya.",positive,REV_012040
"LED Bulb Pack ka performance theek tha, price affordable. Warranty return helpful tha. Disappointed ho gaya.",neutral,REV_011687
"Synthetic Mixer Grinder ka performance theek tha, price zyada tha. Warranty return slow tha. Overall theek hai.",neutral,REV_001170
"Synthetic Moisturizer ka result average mila, fragrance pleasant. Price affordable. Overall theek hai.",negative,REV_006705
"Amazon pe Hair Dryer purchase kiya, build solid hai. Packaging leak-proof thi, delivery bahut fast thi. Must try.",negative,REV_009780
1 easy to handle2 estimated noice3 excellent suction power4 very portable,positive,ENG_025038
"Synthetic Amazon pe LED Bulb Pack purchase kiya, build average hai. Packaging kharab thi, delivery late thi. Phir bhi recommend karunga.",neutral,REV_012593
"Swiggy se Gulab Jamun order kiya, taste average tha, delivery on time thi. Packaging kharab thi. Phir bhi recommend karunga.",neutral,REV_011697
"Hyderabad me Swiggy ka order diya Cheeseburger. Quantity kam thi, garam aaya. Disappointed ho gaya.",negative,REV_002367
"Synthetic Cotton T-Shirt ki stitching badhiya hai, color thoda fade. Exchange return slow tha. Phir bhi recommend karunga.",neutral,REV_012659
"Ahmedabad me Swiggy ka order diya Cheeseburger. Quantity kam thi, thik temperature. Overall theek hai.",neutral,REV_010462
"LED Bulb Pack ka performance excellent tha, price affordable. Warranty return theek tha. Nahi lena chahiye tha.",negative,REV_005172
"Synthetic Price mehenga tha tha, Hoodie overall okay okay. Phir bhi recommend karunga.",negative,REV_012208
looking nice on wall good for 40 inches tv value of money satisfied with this product thanku flipkart,positive,ENG_033782
"Pune me Swiggy ka order diya Rajma Chawal. Quantity kam thi, thik temperature. Disappointed ho gaya.",positive,REV_005742
Vada Pav ka flavour overpowering tha. Zomato delivery late thi. Overall theek hai.,neutral,REV_001327
"Electric Kettle ka performance below average tha, price reasonable. Warranty return helpful tha. Value for money.",negative,REV_007318
1laptop is good but a bit heavy2 battery is very poor gaming sniper ghost contract 2 hardly one hour3 browsing 3 hrs maximum battery life4 charging a bit fast5 dont update windows 11 very irritating6 speakers above average7 good deal in 55 k,positive,ENG_015014
Chole Bhature ka flavour rich tha. Zomato delivery on time thi. Disappointed ho gaya.,neutral,REV_004617
"Nykaa se Matte Lipstick liya, skin pe feel greasy nahi hai. Packaging theek thi. Delivery late thi. Nahi lena chahiye tha.",negative,REV_011431
"Myntra se Cotton T-Shirt liya, size thoda tight tha aur fabric lightweight. Delivery bahut fast thi. Value for money.",negative,REV_000214
it will give you smoke and get smell like wire burning the batter also will get same smell dosa and idly after prepared also will be throughing same smell worst product dont buy it even after replaced with new one also the new one is also working in same manner please dont buy it at all,positive,ENG_016180
bed product i hav got pic is ok but chenal is otomatick going on its 5or 10 min after i dont know how it hapend,positive,ENG_024505
"Synthetic Myntra se Hoodie liya, size thoda tight tha aur fabric rough. Delivery bahut fast thi. Must try.",neutral,REV_003485
stopped working from 3rd day itself returned and got the money back very next day,positive,ENG_004715
"Conditioner ka result visible mila, fragrance mild. Price affordable. Must try.",negative,REV_004090
"Synthetic Mixer Grinder ka performance below average tha, price zyada tha. Warranty return helpful tha. Disappointed ho gaya.",neutral,REV_011085
"Restaurant se Vada Pav order kiya via Zomato. Portion kaafi tha, garam aaya. Overall theek hai.",positive,REV_002730
"Nykaa se Face Serum liya, skin pe feel greasy nahi hai. Packaging sahi thi. Delivery on time thi. Phir bhi recommend karunga.",negative,REV_000088
the best football ever in the world this is the best fb ever i bought because the ball is big and hard enough to suit our playing needs the patterns of the ball never corrodes it is also too hard and the stitch mof the ball is inside so no tearing of balls surface the bladder is also durable it can be used for a period of 3 yrs easilyso if you want to buy a ball with strong and long lasting performance go for ithope you liked my review,positive,ENG_012506
"Amazon pe Desk Lamp purchase kiya, build flimsy hai. Packaging kharab thi, delivery bahut fast thi. Value for money.",negative,REV_011112
Synthetic Margherita Pizza fresh tha aur Swiggy delivery bahut fast thi thi. Price reasonable. Must try.,neutral,REV_006768
"Synthetic Myntra se Formal Shirt liya, size perfect tha aur fabric soft. Delivery bahut fast thi. Phir bhi recommend karunga.",neutral,REV_004294
"Swiggy se Chicken Biryani order kiya, taste theek thaak tha, delivery late thi. Packaging sahi thi. Phir bhi recommend karunga.",negative,REV_004287
"Synthetic Jaipur me Swiggy ka order diya Gulab Jamun. Quantity sahi thi, thanda pohoch gaya. Nahi lena chahiye tha.",neutral,REV_002904
no complaine about the product it is taking too much time that is the programs in each mode are very long,positive,ENG_003663
"Nykaa se Face Serum liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery bahut fast thi. Value for money.",neutral,REV_006221
"Synthetic Mumbai me Swiggy ka order diya Cheeseburger. Quantity sahi thi, garam aaya. Disappointed ho gaya.",neutral,REV_012773
"Myntra se Denim Jeans liya, size loose tha aur fabric soft. Delivery late thi. Disappointed ho gaya.",neutral,REV_007295
Veg Thali fresh tha aur Swiggy delivery bahut fast thi thi. Price zyada tha. Phir bhi recommend karunga.,positive,REV_002210
"Trimmer ka performance theek tha, price mehenga tha. Warranty return helpful tha. Value for money.",negative,REV_011048
"Synthetic Myntra se Formal Shirt liya, size loose tha aur fabric rough. Delivery on time thi. Must try.",negative,REV_001885
"Anarkali Dress ki stitching flimsy hai, color as shown. Exchange return theek tha. Nahi lena chahiye tha.",neutral,REV_003421
